museum_id,object_id,image_url,http_ok,status_code,content_type,local_file_ok,valid
2,49743,"https://nrs.harvard.edu/urn-3:huam:COIN13943_dynmc/full/!800,800/0/default.jpg",0,202,text/html; charset=utf-8,1,1
2,49744,"https://nrs.harvard.edu/urn-3:huam:COIN13944_dynmc/full/!800,800/0/default.jpg",0,202,text/html; charset=utf-8,1,1
2,49745,"https://nrs.harvard.edu/urn-3:huam:COIN13947_dynmc/full/!800,800/0/default.jpg",0,202,text/html; charset=utf-8,1,1
2,49746,"https://nrs.harvard.edu/urn-3:huam:COIN13948_dynmc/full/!800,800/0/default.jpg",0,202,text/html; charset=utf-8,1,1
2,49815,"https://nrs.harvard.edu/urn-3:huam:COIN13923_dynmc/full/!800,800/0/default.jpg",0,202,text/html; charset=utf-8,1,1
2,49816,"https://nrs.harvard.edu/urn-3:huam:COIN13924_dynmc/full/!800,800/0/default.jpg",0,202,text/html; charset=utf-8,1,1
2,49817,"https://nrs.harvard.edu/urn-3:huam:COIN13929_dynmc/full/!800,800/0/default.jpg",0,202,text/html; charset=utf-8,1,1
2,49818,"https://nrs.harvard.edu/urn-3:huam:COIN13930_dynmc/full/!800,800/0/default.jpg",0,202,text/html; charset=utf-8,1,1
2,49819,"https://nrs.harvard.edu/urn-3:huam:COIN13931_dynmc/full/!800,800/0/default.jpg",0,202,text/html; charset=utf-8,1,1
2,49820,"https://nrs.harvard.edu/urn-3:huam:COIN13932_dynmc/full/!800,800/0/default.jpg",0,202,text/html; charset=utf-8,1,1
2,49821,"https://nrs.harvard.edu/urn-3:huam:COIN13933_dynmc/full/!800,800/0/default.jpg",0,202,text/html; charset=utf-8,1,1
2,49822,"https://nrs.harvard.edu/urn-3:huam:COIN13934_dynmc/full/!800,800/0/default.jpg",0,202,text/html; charset=utf-8,1,1
2,49852,"https://nrs.harvard.edu/urn-3:huam:COIN13913_dynmc/full/!800,800/0/default.jpg",0,202,text/html; charset=utf-8,1,1
2,49854,"https://nrs.harvard.edu/urn-3:huam:COIN13917_dynmc/full/!800,800/0/default.jpg",0,202,text/html; charset=utf-8,1,1
2,49855,"https://nrs.harvard.edu/urn-3:huam:COIN13918_dynmc/full/!800,800/0/default.jpg",0,202,text/html; charset=utf-8,1,1
2,49856,"https://nrs.harvard.edu/urn-3:huam:COIN13925_dynmc/full/!800,800/0/default.jpg",0,202,text/html; charset=utf-8,1,1
2,49857,"https://nrs.harvard.edu/urn-3:huam:COIN13926_dynmc/full/!800,800/0/default.jpg",0,202,text/html; charset=utf-8,1,1
2,49858,"https://nrs.harvard.edu/urn-3:huam:COIN13939_dynmc/full/!800,800/0/default.jpg",0,202,text/html; charset=utf-8,1,1
