museum_id,object_id,image_url,http_ok,status_code,content_type,local_file_ok,valid
1,ld1-1643390182193-1643390187755-0,https://ids.si.edu/ids/download?id=FS-7372_15.jpg,1,200,unknown,1,1
1,ld1-1643390182193-1643390189679-0,https://ids.si.edu/ids/download?id=FS-7406_44.jpg,1,200,unknown,1,1
1,ld1-1643390182193-1643390188400-0,https://ids.si.edu/ids/download?id=FS-7474_17.jpg,1,200,unknown,1,1
1,ld1-1643390182193-1643390191346-0,https://ids.si.edu/ids/download?id=FS-8020_06.jpg,1,200,unknown,1,1
1,ld1-1643390182193-1643390188960-0,https://ids.si.edu/ids/download?id=FS-F1915.2_003.jpg,1,200,unknown,1,1
1,ld1-1643390182193-1643390186632-0,https://ids.si.edu/ids/download?id=FS-7066_06.jpg,1,200,unknown,1,1
1,ld1-1643390182193-1643390190211-0,https://ids.si.edu/ids/download?id=FS-F1917.352_001.jpg,1,200,unknown,1,1
1,ld1-1643390182193-1643390187742-0,https://ids.si.edu/ids/download?id=FS-7372_12.jpg,1,200,unknown,1,1
1,ld1-1643390182193-1643390191329-0,https://ids.si.edu/ids/download?id=FS-6330_02L.jpg,1,200,unknown,1,1
1,ld1-1643390182193-1643390192900-0,https://ids.si.edu/ids/download?id=FS-7814_15.jpg,1,200,unknown,1,1
1,ld1-1643390182193-1643390191179-1,https://ids.si.edu/ids/download?id=FS-5111_08.jpg,1,200,unknown,1,1
1,ld1-1643390182193-1643390189582-0,https://ids.si.edu/ids/download?id=FS-7603_14.jpg,1,200,unknown,1,1
1,ld1-1643390182193-1643390188615-0,https://ids.si.edu/ids/download?id=FS-F1912.44_001-000001.jpg,1,200,unknown,1,1
1,ld1-1643390182193-1643390188879-0,https://ids.si.edu/ids/download?id=FS-8535_51.jpg,1,200,unknown,1,1
1,ld1-1643390182193-1643390191142-0,https://ids.si.edu/ids/download?id=FS-F1919.129_001.jpg,1,200,unknown,1,1
1,ld1-1643390182193-1643390185007-0,https://ids.si.edu/ids/download?id=FS-7347_10.jpg,1,200,unknown,1,1
1,ld1-1643390182193-1643390189154-0,https://ids.si.edu/ids/download?id=FS-F1915.229_001.jpg,1,200,unknown,1,1
1,ld1-1643390182193-1643390189661-0,https://ids.si.edu/ids/download?id=FS-5673_01.jpg,1,200,unknown,1,1
1,ld1-1643390182193-1643390187876-0,https://ids.si.edu/ids/download?id=FS-7518_08.jpg,0,0,"('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None))",1,1
1,ld1-1643390182193-1643390188970-0,https://ids.si.edu/ids/download?id=FS-8494_08.jpg,1,200,unknown,1,1
1,ld1-1643390182193-1643390186561-0,https://ids.si.edu/ids/download?id=FS-5413_04.jpg,1,200,unknown,1,1
1,ld1-1643390182193-1643390184613-0,https://ids.si.edu/ids/download?id=FS-7786_02.jpg,1,200,unknown,1,1
1,ld1-1643390182193-1643390182369-0,https://ids.si.edu/ids/download?id=FS-6389_01.jpg,1,200,unknown,1,1
1,ld1-1643390182193-1643390189822-0,https://ids.si.edu/ids/download?id=FS-7729_14.jpg,1,200,unknown,1,1
1,ld1-1643390182193-1643390188371-0,https://ids.si.edu/ids/download?id=FS-7430_04.jpg,1,200,unknown,1,1
1,ld1-1643390182193-1643390189614-0,https://ids.si.edu/ids/download?id=FS-5854_06.jpg,0,0,"('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None))",1,1
1,ld1-1643390182193-1643390186592-0,https://ids.si.edu/ids/download?id=FS-7112_01.jpg,1,200,unknown,1,1
1,ld1-1643390182193-1643390186680-0,https://ids.si.edu/ids/download?id=FS-7755_18.jpg,1,200,unknown,1,1
1,ld1-1643390182193-1643390187800-0,https://ids.si.edu/ids/download?id=FS-5994_11.jpg,1,200,unknown,1,1
1,ld1-1643390182193-1643390196422-0,https://ids.si.edu/ids/download?id=FS-FSC-O-32_1.jpg,1,200,unknown,1,1
1,ld1-1643390182193-1643390188893-0,https://ids.si.edu/ids/download?id=FS-8330_06.jpg,1,200,unknown,1,1
1,ld1-1643390182193-1643390189499-0,https://ids.si.edu/ids/download?id=FS-7806_21.jpg,1,200,unknown,1,1
1,ld1-1643390182193-1643390191084-0,https://ids.si.edu/ids/download?id=FS-F1919.49_001.jpg,1,200,unknown,1,1
1,ld1-1643390182193-1643390189619-1,https://ids.si.edu/ids/download?id=FS-F1916.494_001.jpg,1,200,unknown,1,1
1,ld1-1643390182193-1643390186421-0,https://ids.si.edu/ids/download?id=FS-7754_22.jpg,1,200,unknown,1,1
1,ld1-1643390182193-1643390189957-0,https://ids.si.edu/ids/download?id=FS-5719_03.jpg,1,200,unknown,1,1
1,ld1-1643390182193-1643390188722-0,https://ids.si.edu/ids/download?id=FS-5751_04.jpg,1,200,unknown,1,1
1,ld1-1643390182193-1643390190060-0,https://ids.si.edu/ids/download?id=FS-8536_10.jpg,1,200,unknown,1,1
1,ld1-1643390182193-1643390189555-1,https://ids.si.edu/ids/download?id=FS-7781_13.jpg,1,200,unknown,1,1
1,ld1-1643390182193-1643390189557-0,https://ids.si.edu/ids/download?id=FS-F1916.416_001.jpg,1,200,unknown,1,1
1,ld1-1643390182193-1643390191396-0,https://ids.si.edu/ids/download?id=FS-F1932.38_001.jpg,1,200,unknown,1,1
1,ld1-1643390182193-1643390188043-1,https://ids.si.edu/ids/download?id=FS-8543_01.jpg,1,200,unknown,1,1
1,ld1-1643390182193-1643390189610-0,https://ids.si.edu/ids/download?id=FS-7729_06.jpg,1,200,unknown,1,1
1,ld1-1643390182193-1643390191297-0,https://ids.si.edu/ids/download?id=FS-7588_11.jpg,1,200,unknown,1,1
1,ld1-1643390182193-1643390186528-0,https://ids.si.edu/ids/download?id=FS-7479_31.jpg,1,200,unknown,1,1
1,ld1-1643390182193-1643390188920-0,https://ids.si.edu/ids/download?id=FS-5933_02.jpg,1,200,unknown,1,1
1,ld1-1643390182193-1643390199654-1,https://ids.si.edu/ids/download?id=FS-FSC-P-4209_1.jpg,1,200,unknown,1,1
1,ld1-1643390182193-1643390187805-1,https://ids.si.edu/ids/download?id=FS-6742_03.jpg,1,200,unknown,1,1
1,ld1-1643390182193-1643390192021-0,https://ids.si.edu/ids/download?id=FS-F1949.25_004.jpg,1,200,unknown,1,1
1,ld1-1643390182193-1643390188053-0,https://ids.si.edu/ids/download?id=FS-5716_08.jpg,1,200,unknown,1,1
1,ld1-1643390182193-1643390189477-0,https://ids.si.edu/ids/download?id=FS-7624_16.jpg,1,200,unknown,1,1
1,ld1-1643390182193-1643390189030-1,https://ids.si.edu/ids/download?id=FS-7759_01.jpg,1,200,unknown,1,1
1,ld1-1643390182193-1643390190548-0,https://ids.si.edu/ids/download?id=FS-7748_29.jpg,1,200,unknown,1,1
1,ld1-1643390182193-1643390191105-0,https://ids.si.edu/ids/download?id=FS-7737_23.jpg,1,200,unknown,1,1
1,ld1-1643390182193-1643390191149-1,https://ids.si.edu/ids/download?id=FS-5827_02.jpg,1,200,unknown,1,1
1,ld1-1643390182193-1643390186658-0,https://ids.si.edu/ids/download?id=FS-F1909.266_001.jpg,1,200,unknown,1,1
1,ld1-1643390182193-1643390188253-0,https://ids.si.edu/ids/download?id=FS-7259_14.jpg,1,200,unknown,1,1
1,ld1-1643390182193-1643390188029-0,https://ids.si.edu/ids/download?id=FS-5711_09.jpg,1,200,unknown,1,1
1,ld1-1643390182193-1643390189618-0,https://ids.si.edu/ids/download?id=FS-F1916.492_001.jpg,1,200,unknown,1,1
1,ld1-1643390182193-1643390186584-0,https://ids.si.edu/ids/download?id=FS-5922_08.jpg,1,200,unknown,1,1
1,ld1-1643390182193-1643390188709-0,https://ids.si.edu/ids/download?id=FS-7607_11.jpg,1,200,unknown,1,1
1,ld1-1643390182193-1643390188330-0,https://ids.si.edu/ids/download?id=FS-7406_21.jpg,1,200,unknown,1,1
1,ld1-1643390182193-1643390189440-0,https://ids.si.edu/ids/download?id=FS-F1916.269_001.jpg,0,0,"('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None))",1,1
1,ld1-1643390182193-1643390189593-1,https://ids.si.edu/ids/download?id=FS-7706_18.jpg,1,200,unknown,1,1
1,ld1-1643390182193-1643390189703-0,https://ids.si.edu/ids/download?id=FS-5675_07.jpg,1,200,unknown,1,1
1,ld1-1643390182193-1643390188728-0,https://ids.si.edu/ids/download?id=FS-5953_01.jpg,0,0,"HTTPSConnectionPool(host='ids.si.edu', port=443): Read timed out. (read timeout=12.0)",1,1
1,ld1-1643390182193-1643390189576-0,https://ids.si.edu/ids/download?id=FS-F1916.441_005.jpg,1,200,unknown,1,1
1,ld1-1643390182193-1643390189739-0,https://ids.si.edu/ids/download?id=FS-7680_19.jpg,0,0,"('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None))",1,1
1,ld1-1643390182193-1643390191137-0,https://ids.si.edu/ids/download?id=FS-7484_12.jpg,1,200,unknown,1,1
1,ld1-1643390182193-1643390189922-1,https://ids.si.edu/ids/download?id=FS-F1917.63_001.jpg,1,200,unknown,1,1
1,ld1-1643390182193-1643390189376-0,https://ids.si.edu/ids/download?id=FS-8380_05.jpg,1,200,unknown,1,1
1,ld1-1643390182193-1643390189630-1,https://ids.si.edu/ids/download?id=FS-F1916.508_001.jpg,1,200,unknown,1,1
1,ld1-1643390182193-1643390185011-0,https://ids.si.edu/ids/download?id=FS-5836_02.jpg,1,200,unknown,1,1
1,ld1-1643390182193-1643390189297-0,https://ids.si.edu/ids/download?id=FS-5779_09.jpg,1,200,unknown,1,1
1,ld1-1643390182193-1643390188008-0,https://ids.si.edu/ids/download?id=FS-7328_11.jpg,1,200,unknown,1,1
1,ld1-1643390182193-1643390191091-0,https://ids.si.edu/ids/download?id=FS-F1919.59_001.jpg,1,200,unknown,1,1
1,ld1-1643390182193-1643390185439-0,https://ids.si.edu/ids/download?id=FS-5836_04.jpg,1,200,unknown,1,1
1,ld1-1643390182193-1643390189537-0,https://ids.si.edu/ids/download?id=FS-7327_31.jpg,0,0,"('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None))",1,1
1,ld1-1643390182193-1643390186579-1,https://ids.si.edu/ids/download?id=FS-5922_03.jpg,1,200,unknown,1,1
1,ld1-1643390182193-1643390188776-0,https://ids.si.edu/ids/download?id=FS-7995_16.jpg,1,200,unknown,1,1
1,ld1-1643390182193-1643390193859-0,https://ids.si.edu/ids/download?id=FS-7444_45.jpg,1,200,unknown,1,1
1,ld1-1643390182193-1643390189962-0,https://ids.si.edu/ids/download?id=FS-5732_05.jpg,1,200,unknown,1,1
1,ld1-1643390182193-1643390189958-0,https://ids.si.edu/ids/download?id=FS-5732_03.jpg,1,200,unknown,1,1
1,ld1-1643390182193-1643390189429-0,https://ids.si.edu/ids/download?id=FS-8324_17.jpg,1,200,unknown,1,1
1,ld1-1643390182193-1643390185861-1,https://ids.si.edu/ids/download?id=FS-5992_08.jpg,1,200,unknown,1,1
1,ld1-1643390182193-1643390187789-0,https://ids.si.edu/ids/download?id=FS-5993_08.jpg,1,200,unknown,1,1
1,ld1-1643390182193-1643390189411-1,https://ids.si.edu/ids/download?id=FS-F1916.233_001.jpg,1,200,unknown,1,1
1,ld1-1643390182193-1643390189009-1,https://ids.si.edu/ids/download?id=FS-6072_04.jpg,1,200,unknown,1,1
1,ld1-1643390182193-1643390189439-0,https://ids.si.edu/ids/download?id=FS-7690_24.jpg,1,200,unknown,1,1
1,ld1-1643390182193-1643390191169-1,https://ids.si.edu/ids/download?id=FS-5828_01.jpg,1,200,unknown,1,1
