from,relation,to
entity:artifact:1:ld1-1643390182193-1643390186676-0,dimensions,91.7 x 39.8 x 23.7 cm
entity:artifact:1:ld1-1643390182193-1643390186677-1,dimensions,30.9 x 18.5 x 6.7 cm
entity:artifact:1:ld1-1643390182193-1643390186680-0,dimensions,71 x 35.1 x 28.1 cm
entity:artifact:1:ld1-1643390182193-1643390186681-1,dimensions,18.8 x 14.3 x 7 cm
entity:artifact:1:ld1-1643390182193-1643390186684-1,dimensions,27.7 x 20.7 cm
entity:artifact:1:ld1-1643390182193-1643390186705-0,dimensions,28.5 x 16.7 cm
entity:artifact:1:ld1-1643390182193-1643390186706-0,dimensions,20.5 x 5.8 cm
entity:artifact:1:ld1-1643390182193-1643390186708-0,dimensions,7.1 x 10.6 cm
entity:artifact:1:ld1-1643390182193-1643390186711-1,dimensions,32.8 x 32.4 cm
entity:artifact:1:ld1-1643390182193-1643390186712-0,dimensions,3.1 x 26.3 cm
entity:artifact:1:ld1-1643390182193-1643390186715-0,dimensions,24.2 x 1.4 cm
entity:artifact:1:ld1-1643390182193-1643390186715-1,dimensions,22.1 x 1.4 cm
entity:artifact:1:ld1-1643390182193-1643390186723-0,dimensions,95.6 x 379.1 cm
entity:artifact:1:ld1-1643390182193-1643390186746-1,dimensions,20.7 x 32.7 cm
entity:artifact:1:ld1-1643390182193-1643390186747-0,dimensions,17.4 x 5.1 cm
entity:artifact:1:ld1-1643390182193-1643390186748-0,dimensions,17.3 x 5.1 cm
entity:artifact:1:ld1-1643390182193-1643390186760-1,dimensions,142 x 113 cm
entity:artifact:1:ld1-1643390182193-1643390186761-0,dimensions,228.7 x 101 cm
entity:artifact:1:ld1-1643390182193-1643390186763-0,dimensions,23.4 x 51.8 cm
entity:artifact:1:ld1-1643390182193-1643390186763-1,dimensions,127.1 x 60.7 cm
entity:artifact:1:ld1-1643390182193-1643390187681-0,dimensions,24.6 x 77.1 cm
entity:artifact:1:ld1-1643390182193-1643390187686-0,dimensions,18.5 x 12.4 x 9.5 cm
entity:artifact:1:ld1-1643390182193-1643390187686-1,dimensions,17.8 x 17 x 1.4 cm
entity:artifact:1:ld1-1643390182193-1643390187687-0,dimensions,19.8 x 21 cm
entity:artifact:1:ld1-1643390182193-1643390187688-0,dimensions,22.9 x 19.1 cm
entity:artifact:1:ld1-1643390182193-1643390187734-0,dimensions,38.3 x 193.2 cm
entity:artifact:1:ld1-1643390182193-1643390187735-0,dimensions,22.6 x 282.8 cm
entity:artifact:1:ld1-1643390182193-1643390187736-0,dimensions,129.3 x 56.6 cm
entity:artifact:1:ld1-1643390182193-1643390187737-0,dimensions,145.5 x 83.1 cm
entity:artifact:1:ld1-1643390182193-1643390187740-0,dimensions,3.4 x 8.3 cm
entity:artifact:1:ld1-1643390182193-1643390187741-0,dimensions,23.7 x 16.1 x 8.9 cm
entity:artifact:1:ld1-1643390182193-1643390187742-0,dimensions,11.3 x 42.3 cm
entity:artifact:1:ld1-1643390182193-1643390187742-1,dimensions,32.4 x 25.3 x 16.9 cm
entity:artifact:1:ld1-1643390182193-1643390187743-0,dimensions,32.6 x 23.9 x 17.5 cm
entity:artifact:1:ld1-1643390182193-1643390187744-0,dimensions,15.9 x 26.5 cm
entity:artifact:1:ld1-1643390182193-1643390187747-0,dimensions,33.4 x 17.7 cm
entity:artifact:1:ld1-1643390182193-1643390187747-1,dimensions,24.8 x 13.5 cm
entity:artifact:1:ld1-1643390182193-1643390187748-0,dimensions,6.4 x 21.4 cm
entity:artifact:1:ld1-1643390182193-1643390187749-0,dimensions,10.1 x 15.9 cm
entity:artifact:1:ld1-1643390182193-1643390187749-1,dimensions,11.2 x 13.8 cm
entity:artifact:1:ld1-1643390182193-1643390187750-0,dimensions,17.9 x 14.2 cm
entity:artifact:1:ld1-1643390182193-1643390187754-0,dimensions,14.6 x 27.1 cm
entity:artifact:1:ld1-1643390182193-1643390187755-0,dimensions,17.8 x 36.2 cm
entity:artifact:1:ld1-1643390182193-1643390187757-0,dimensions,7.1 x 12.6 cm
entity:artifact:1:ld1-1643390182193-1643390187757-1,dimensions,13.4 x 20 cm
entity:artifact:1:ld1-1643390182193-1643390187758-0,dimensions,19.7 x 11.4 x 8.1 cm
entity:artifact:1:ld1-1643390182193-1643390187759-0,dimensions,16.6 x 18.5 cm
entity:artifact:1:ld1-1643390182193-1643390187760-0,dimensions,10.3 x 7.6 cm
entity:artifact:1:ld1-1643390182193-1643390187760-1,dimensions,22.7 x 3 cm
entity:artifact:1:ld1-1643390182193-1643390187761-0,dimensions,22.7 x 3 cm
entity:artifact:1:ld1-1643390182193-1643390187762-0,dimensions,18.1 x 9.3 cm
entity:artifact:1:ld1-1643390182193-1643390187763-0,dimensions,18.1 x 9.3 cm
entity:artifact:1:ld1-1643390182193-1643390187764-1,dimensions,55.4 x 24.1 cm
entity:artifact:1:ld1-1643390182193-1643390187768-0,dimensions,6.8 x 7.5 cm
entity:artifact:1:ld1-1643390182193-1643390187771-0,dimensions,26.8 x 7 cm
entity:artifact:1:ld1-1643390182193-1643390187772-1,dimensions,5.1 x 9.5 cm
entity:artifact:1:ld1-1643390182193-1643390187773-0,dimensions,6.1 x 6.9 cm
entity:artifact:1:ld1-1643390182193-1643390187774-0,dimensions,17.9 x 10.2 cm
entity:artifact:1:ld1-1643390182193-1643390187778-0,dimensions,13.2 x 1.4 cm
entity:artifact:1:ld1-1643390182193-1643390187778-1,dimensions,15.8 x 4.9 cm
entity:artifact:1:ld1-1643390182193-1643390187779-0,dimensions,11.1 x 4.9 cm
entity:artifact:1:ld1-1643390182193-1643390187781-0,dimensions,20.6 x 5.3 cm
entity:artifact:1:ld1-1643390182193-1643390187782-0,dimensions,8.4 x 4.2 cm
entity:artifact:1:ld1-1643390182193-1643390187784-0,dimensions,9.5 x 6.4 cm
entity:artifact:1:ld1-1643390182193-1643390187784-1,dimensions,9.3 x 6.3 cm
entity:artifact:1:ld1-1643390182193-1643390187785-0,dimensions,22.3 x 4.9 cm
