from,relation,to
entity:artifact:1:ld1-1643390182193-1643390186712-0,materialBase,bronze
entity:artifact:1:ld1-1643390182193-1643390186715-0,materialBase,bronze
entity:artifact:1:ld1-1643390182193-1643390186715-1,materialBase,bronze
entity:artifact:1:ld1-1643390182193-1643390186723-0,materialBase,wood
entity:artifact:1:ld1-1643390182193-1643390186746-1,materialBase,pigment | silk | ink
entity:artifact:1:ld1-1643390182193-1643390186747-0,materialBase,earthenware | pigment
entity:artifact:1:ld1-1643390182193-1643390186748-0,materialBase,earthenware | pigment
entity:artifact:1:ld1-1643390182193-1643390186760-1,materialBase,silk
entity:artifact:1:ld1-1643390182193-1643390186761-0,materialBase,silk | pigment | gold | ink
entity:artifact:1:ld1-1643390182193-1643390186763-0,materialBase,paper | ink
entity:artifact:1:ld1-1643390182193-1643390186763-1,materialBase,silk | pigment | ink
entity:artifact:1:ld1-1643390182193-1643390187678-0,materialBase,stone
entity:artifact:1:ld1-1643390182193-1643390187681-0,materialBase,paper | pigment | ink
entity:artifact:1:ld1-1643390182193-1643390187686-0,materialBase,stone
entity:artifact:1:ld1-1643390182193-1643390187686-1,materialBase,stone
entity:artifact:1:ld1-1643390182193-1643390187687-0,materialBase,earthenware | copper | metal
entity:artifact:1:ld1-1643390182193-1643390187688-0,materialBase,earthenware | wood
entity:artifact:1:ld1-1643390182193-1643390187734-0,materialBase,silk | pigment | ink
entity:artifact:1:ld1-1643390182193-1643390187735-0,materialBase,silk | ink
entity:artifact:1:ld1-1643390182193-1643390187736-0,materialBase,silk | ink
entity:artifact:1:ld1-1643390182193-1643390187737-0,materialBase,silk | pigment | ink
entity:artifact:1:ld1-1643390182193-1643390187740-0,materialBase,jade
entity:artifact:1:ld1-1643390182193-1643390187741-0,materialBase,stone
entity:artifact:1:ld1-1643390182193-1643390187742-0,materialBase,bronze
entity:artifact:1:ld1-1643390182193-1643390187742-1,materialBase,bronze
entity:artifact:1:ld1-1643390182193-1643390187743-0,materialBase,bronze
entity:artifact:1:ld1-1643390182193-1643390187744-0,materialBase,bronze
entity:artifact:1:ld1-1643390182193-1643390187745-1,materialBase,bronze
entity:artifact:1:ld1-1643390182193-1643390187747-0,materialBase,bronze
entity:artifact:1:ld1-1643390182193-1643390187747-1,materialBase,bronze
entity:artifact:1:ld1-1643390182193-1643390187748-0,materialBase,bronze
entity:artifact:1:ld1-1643390182193-1643390187749-0,materialBase,bronze | wood
entity:artifact:1:ld1-1643390182193-1643390187749-1,materialBase,bronze
entity:artifact:1:ld1-1643390182193-1643390187750-0,materialBase,bronze
entity:artifact:1:ld1-1643390182193-1643390187753-0,materialBase,bronze
entity:artifact:1:ld1-1643390182193-1643390187753-1,materialBase,bronze
entity:artifact:1:ld1-1643390182193-1643390187754-0,materialBase,bronze
entity:artifact:1:ld1-1643390182193-1643390187755-0,materialBase,bronze
entity:artifact:1:ld1-1643390182193-1643390187757-0,materialBase,bronze
entity:artifact:1:ld1-1643390182193-1643390187757-1,materialBase,bronze
entity:artifact:1:ld1-1643390182193-1643390187758-0,materialBase,bronze
entity:artifact:1:ld1-1643390182193-1643390187759-0,materialBase,bronze
entity:artifact:1:ld1-1643390182193-1643390187760-0,materialBase,bronze
entity:artifact:1:ld1-1643390182193-1643390187760-1,materialBase,bronze
entity:artifact:1:ld1-1643390182193-1643390187761-0,materialBase,bronze
entity:artifact:1:ld1-1643390182193-1643390187762-0,materialBase,bronze
entity:artifact:1:ld1-1643390182193-1643390187763-0,materialBase,bronze
entity:artifact:1:ld1-1643390182193-1643390187764-1,materialBase,bronze
entity:artifact:1:ld1-1643390182193-1643390187765-0,materialBase,bronze
entity:artifact:1:ld1-1643390182193-1643390187768-0,materialBase,bronze
entity:artifact:1:ld1-1643390182193-1643390187771-0,materialBase,bronze
entity:artifact:1:ld1-1643390182193-1643390187772-1,materialBase,bronze
entity:artifact:1:ld1-1643390182193-1643390187773-0,materialBase,bronze
entity:artifact:1:ld1-1643390182193-1643390187774-0,materialBase,bronze
entity:artifact:1:ld1-1643390182193-1643390187778-0,materialBase,bronze
entity:artifact:1:ld1-1643390182193-1643390187778-1,materialBase,bronze | silver
entity:artifact:1:ld1-1643390182193-1643390187779-0,materialBase,bronze
entity:artifact:1:ld1-1643390182193-1643390187780-0,materialBase,bronze
entity:artifact:1:ld1-1643390182193-1643390187780-1,materialBase,bronze
entity:artifact:1:ld1-1643390182193-1643390187781-0,materialBase,bronze
entity:artifact:1:ld1-1643390182193-1643390187782-0,materialBase,bronze
entity:artifact:1:ld1-1643390182193-1643390187782-1,materialBase,bronze
entity:artifact:1:ld1-1643390182193-1643390187783-0,materialBase,bronze
entity:artifact:1:ld1-1643390182193-1643390187784-0,materialBase,bronze
entity:artifact:1:ld1-1643390182193-1643390187784-1,materialBase,bronze
entity:artifact:1:ld1-1643390182193-1643390187785-0,materialBase,bronze
entity:artifact:1:ld1-1643390182193-1643390187786-0,materialBase,bronze
entity:artifact:1:ld1-1643390182193-1643390187786-1,materialBase,bronze
entity:artifact:1:ld1-1643390182193-1643390187788-0,materialBase,bronze
entity:artifact:1:ld1-1643390182193-1643390187789-0,materialBase,bronze
entity:artifact:1:ld1-1643390182193-1643390187790-0,materialBase,bronze
entity:artifact:1:ld1-1643390182193-1643390187790-1,materialBase,bronze
entity:artifact:1:ld1-1643390182193-1643390187791-0,materialBase,bronze
entity:artifact:1:ld1-1643390182193-1643390187793-0,materialBase,bronze
entity:artifact:1:ld1-1643390182193-1643390187797-0,materialBase,bronze
entity:artifact:1:ld1-1643390182193-1643390187798-0,materialBase,bronze
entity:artifact:1:ld1-1643390182193-1643390187800-0,materialBase,bronze
entity:artifact:1:ld1-1643390182193-1643390187801-0,materialBase,bronze
entity:artifact:1:ld1-1643390182193-1643390187801-1,materialBase,bronze
