canonical_id,alias,norm_alias,match_method,confidence
entity:artist:kee,Kee,kee,norm_label,0.8
entity:artist:kelekian,Kelekian,kelekian,norm_label,0.8
entity:artist:kihachiro,Kihachiro,kihachiro,norm_label,0.8
entity:artist:king,King,king,norm_label,0.8
entity:artist:kiroku,Kiroku,kiroku,norm_label,0.8
entity:artist:kit,Kit,kit,norm_label,0.8
entity:artist:kita,Kita,kita,norm_label,0.8
entity:artist:kobayashi,Kobayashi,kobayashi,norm_label,0.8
entity:artist:kong,Kong,kong,norm_label,0.8
entity:artist:ku-chei,Ku-chei,ku-chei,norm_label,0.8
entity:artist:kuan,Kuan,kuan,norm_label,0.8
entity:artist:kung-ching,Kung Ching,kung ching,norm_label,0.8
entity:artist:l-ji-chinese,Lü Ji (Chinese,lü ji chinese,norm_label,0.8
entity:artist:lai-yuan,Lai-Yuan,lai-yuan,norm_label,0.8
entity:artist:lan-ying-chinese,Lan Ying (Chinese,lan ying chinese,norm_label,0.8
entity:artist:larkin,Larkin,larkin,norm_label,0.8
entity:artist:late-14th-century,late 14th century),late 14th century,norm_label,0.8
entity:artist:laufer,Laufer,laufer,norm_label,0.8
entity:artist:lee-chiao,Lee Chiao,lee chiao,norm_label,0.8
entity:artist:lee-kee,Lee Kee,lee kee,norm_label,0.8
entity:artist:lenzner,Lenzner,lenzner,norm_label,0.8
entity:artist:li,Li,li,norm_label,0.8
entity:artist:li-ku,Li Ku,li ku,norm_label,0.8
entity:artist:li-shizhuo-chinese,Li Shizhuo (Chinese,li shizhuo chinese,norm_label,0.8
entity:artist:li-yin-active-1694-1707,Li Yin (active 1694–1707),li yin active 1694–1707,norm_label,0.8
entity:artist:likely-william-saunders,Likely William Saunders,likely william saunders,norm_label,0.8
entity:artist:limited,Limited,limited,norm_label,0.8
entity:artist:lindley,Lindley,lindley,norm_label,0.8
entity:artist:ling,Ling,ling,norm_label,0.8
entity:artist:loew,Loew,loew,norm_label,0.8
entity:artist:loo,Loo,loo,norm_label,0.8
entity:artist:loon-gu,Loon Gu,loon gu,norm_label,0.8
entity:artist:loon-wen,Loon Wen,loon wen,norm_label,0.8
entity:artist:loong-shing-company,Loong Shing Company,loong shing company,norm_label,0.8
entity:artist:lorentz,Lorentz,lorentz,norm_label,0.8
entity:artist:ltd,Ltd.,ltd,norm_label,0.8
entity:artist:lung,Lung,lung,norm_label,0.8
entity:artist:m,M.,m,norm_label,0.8
entity:artist:maclaughlan,MacLaughlan,maclaughlan,norm_label,0.8
entity:artist:mah-zuh,Mah Zuh,mah zuh,norm_label,0.8
entity:artist:maleuvre,Maleuvre,maleuvre,norm_label,0.8
entity:artist:marcel,Marcel,marcel,norm_label,0.8
entity:artist:martin,Martin,martin,norm_label,0.8
entity:artist:martinet,Martinet,martinet,norm_label,0.8
entity:artist:mary-morison,Mary Morison,mary morison,norm_label,0.8
entity:artist:matsuki,Matsuki,matsuki,norm_label,0.8
entity:artist:mcgrath,McGrath,mcgrath,norm_label,0.8
entity:artist:mckenney,McKenney,mckenney,norm_label,0.8
entity:artist:meh,Meh,meh,norm_label,0.8
entity:artist:meissen-porcelain-manufactory,Meissen Porcelain Manufactory,meissen porcelain manufactory,norm_label,0.8
entity:artist:meyer,Meyer,meyer,norm_label,0.8
entity:artist:michael,Michael,michael,norm_label,0.8
entity:artist:mildred-f,Mildred F.,mildred f,norm_label,0.8
entity:artist:miller,Miller,miller,norm_label,0.8
entity:artist:ming-sai,Ming Sai,ming sai,norm_label,0.8
entity:artist:montross,Montross,montross,norm_label,0.8
entity:artist:moore,Moore,moore,norm_label,0.8
entity:artist:muybridge,Muybridge,muybridge,norm_label,0.8
entity:artist:myron-s,Myron S.,myron s,norm_label,0.8
entity:artist:n-e,N. E.,n e,norm_label,0.8
entity:artist:naiji,Naiji,naiji,norm_label,0.8
entity:artist:natalie-clifford,Natalie Clifford,natalie clifford,norm_label,0.8
entity:artist:negro-ensemble-company,Negro Ensemble Company,negro ensemble company,norm_label,0.8
entity:artist:nicholas,Nicholas,nicholas,norm_label,0.8
entity:artist:noritake-co,Noritake Co.,noritake co,norm_label,0.8
entity:artist:novello,Novello,novello,norm_label,0.8
entity:artist:oeder,Oeder,oeder,norm_label,0.8
entity:artist:oriental-bronzes,Oriental Bronzes,oriental bronzes,norm_label,0.8
entity:artist:orvar,Orvar,orvar,norm_label,0.8
entity:artist:otto-burchard,Otto Burchard,otto burchard,norm_label,0.8
entity:artist:otto-c,Otto C.,otto c,norm_label,0.8
entity:artist:pa-ku-cha,Pa Ku Cha,pa ku cha,norm_label,0.8
entity:artist:pai-chai,Pai Chai,pai chai,norm_label,0.8
entity:artist:pang,Pang,pang,norm_label,0.8
entity:artist:pao,Pao,pao,norm_label,0.8
entity:artist:parish-watson-company,Parish-Watson Company,parish-watson company,norm_label,0.8
entity:artist:parke-bernet-galleries,Parke-Bernet Galleries,parke-bernet galleries,norm_label,0.8
entity:artist:paul,Paul,paul,norm_label,0.8
entity:artist:percy-moore,Percy Moore,percy moore,norm_label,0.8
entity:artist:perronneau,Perronneau,perronneau,norm_label,0.8
entity:artist:peter,Peter,peter,norm_label,0.8
entity:artist:pierre,Pierre,pierre,norm_label,0.8
entity:artist:posada,Posada,posada,norm_label,0.8
entity:artist:pulun,Pulun,pulun,norm_label,0.8
entity:artist:qian-weicheng-chinese,Qian Weicheng (Chinese,qian weicheng chinese,norm_label,0.8
entity:artist:rai-sai,Rai-sai,rai-sai,norm_label,0.8
entity:artist:ranson,Ranson,ranson,norm_label,0.8
entity:artist:rapilly,Rapilly,rapilly,norm_label,0.8
entity:artist:reinicke,Reinicke,reinicke,norm_label,0.8
entity:artist:rentao,Rentao,rentao,norm_label,0.8
entity:artist:riu-cheng-chai,Riu Cheng Chai,riu cheng chai,norm_label,0.8
entity:artist:riu-gu,Riu Gu,riu gu,norm_label,0.8
entity:artist:robert-c-eldred-co,Robert C. Eldred Co.,robert c eldred co,norm_label,0.8
entity:artist:robert-w,Robert W.,robert w,norm_label,0.8
entity:artist:robeson,Robeson,robeson,norm_label,0.8
entity:artist:rock-rest-tourist-home,Rock Rest Tourist Home,rock rest tourist home,norm_label,0.8
entity:artist:rolle,Rolle,rolle,norm_label,0.8
entity:artist:rosalind,Rosalind,rosalind,norm_label,0.8
entity:artist:rose,Rose,rose,norm_label,0.8
entity:artist:rufus-e,Rufus E.,rufus e,norm_label,0.8
entity:artist:ruth-meyer,Ruth Meyer,ruth meyer,norm_label,0.8
entity:artist:s,S.,s,norm_label,0.8
entity:artist:sackler,Sackler,sackler,norm_label,0.8
entity:artist:sai,Sai,sai,norm_label,0.8
entity:artist:sammons,Sammons,sammons,norm_label,0.8
entity:artist:samson,Samson,samson,norm_label,0.8
entity:artist:samuel,Samuel,samuel,norm_label,0.8
entity:artist:san,San,san,norm_label,0.8
entity:artist:seaton-enterprises-ltd,Seaton Enterprises Ltd.,seaton enterprises ltd,norm_label,0.8
entity:artist:seton,Seton,seton,norm_label,0.8
entity:artist:shanfang,Shanfang,shanfang,norm_label,0.8
entity:artist:shen-xuzhai-沈虛齋,Shen Xuzhai 沈虛齋,shen xuzhai 沈虛齋,norm_label,0.8
entity:artist:shinsuke,Shinsuke,shinsuke,norm_label,0.8
entity:artist:shir-gu,Shir Gu,shir gu,norm_label,0.8
entity:artist:shou-ting,Shou-ting,shou-ting,norm_label,0.8
entity:artist:shu-gu,Shu Gu,shu gu,norm_label,0.8
entity:artist:sinclair,Sinclair,sinclair,norm_label,0.8
entity:artist:son,Son,son,norm_label,0.8
entity:artist:song-xu-chinese,Song Xu (Chinese,song xu chinese,norm_label,0.8
entity:artist:sothebys,Sotheby's,sothebys,norm_label,0.8
entity:artist:stoclet,Stoclet,stoclet,norm_label,0.8
entity:artist:studio-of-hai-shan-sen,Studio of Hai Shan-sen,studio of hai shan-sen,norm_label,0.8
entity:artist:style-of-wu-wei-chinese,Style of: Wu Wei (Chinese,style of wu wei chinese,norm_label,0.8
entity:artist:style-of-zhou-wenshu-周文樞,Style of Zhou Wenshu 周文樞,style of zhou wenshu 周文樞,norm_label,0.8
entity:artist:su-tsar,Su-tsar,su-tsar,norm_label,0.8
entity:artist:supervisory-committee-for-recruiting-colored-regiments,Supervisory Committee for Recruiting Colored Regiments,supervisory committee for recruiting colored regiments,norm_label,0.8
entity:artist:ta,Ta,ta,norm_label,0.8
entity:artist:ta-guwan,Ta Guwan,ta guwan,norm_label,0.8
entity:artist:tai,Tai,tai,norm_label,0.8
entity:artist:takayanagi,Takayanagi,takayanagi,norm_label,0.8
entity:artist:taku,Taku,taku,norm_label,0.8
entity:artist:terauchi,Terauchi,terauchi,norm_label,0.8
entity:artist:thomas,Thomas,thomas,norm_label,0.8
entity:artist:thomas-joseph,Thomas Joseph,thomas joseph,norm_label,0.8
entity:artist:tiffany-studios,Tiffany Studios,tiffany studios,norm_label,0.8
entity:artist:tinfook,Tinfook,tinfook,norm_label,0.8
entity:artist:tish-co-han,TISH-CO-HAN,tish-co-han,norm_label,0.8
entity:artist:tomitaro,Tomitaro,tomitaro,norm_label,0.8
entity:artist:tomkinson,Tomkinson,tomkinson,norm_label,0.8
entity:artist:toranosuke,Toranosuke,toranosuke,norm_label,0.8
entity:artist:tozo,Tozo,tozo,norm_label,0.8
entity:artist:tr-bner,TrÃ¼bner,trã¼bner,norm_label,0.8
entity:artist:traditionally-attributed-to-philip-anstruther-aka-an-tu-de,Traditionally attributed to Philip Anstruther (a.k.a. An Tu De),traditionally attributed to philip anstruther aka an tu de,norm_label,0.8
entity:artist:traditionally-attributed-to-qian-xuan-舊傳-錢選-chinese,Traditionally attributed to: Qian Xuan  舊傳 錢選 (Chinese,traditionally attributed to qian xuan 舊傳 錢選 chinese,norm_label,0.8
entity:artist:traditionally-attributed-to-yueshan-y-eh-shan,Traditionally attributed to Yueshan [Yüeh-shan],traditionally attributed to yueshan yüeh-shan,norm_label,0.8
entity:artist:tsou-hsu,Tsou Hsu,tsou hsu,norm_label,0.8
entity:artist:tuh-kee,Tuh Kee,tuh kee,norm_label,0.8
entity:artist:tung-kee-curio-shop,Tung Kee Curio Shop,tung kee curio shop,norm_label,0.8
entity:artist:turner,Turner,turner,norm_label,0.8
entity:artist:unidentified-artist-佚名-chinese,Unidentified artist 佚名 (Chinese,unidentified artist 佚名 chinese,norm_label,0.8
entity:artist:unidentified-sino-tibetan-buddhist-painter-sino-tibetan,Unidentified Sino-Tibetan Buddhist painter (Sino-Tibetan,unidentified sino-tibetan buddhist painter sino-tibetan,norm_label,0.8
entity:artist:us-customs-service,U.S. Customs Service,us customs service,norm_label,0.8
entity:artist:vignier,Vignier,vignier,norm_label,0.8
entity:artist:voysard,Voysard,voysard,norm_label,0.8
entity:artist:wang,Wang,wang,norm_label,0.8
entity:artist:wanyan,Wanyan,wanyan,norm_label,0.8
entity:artist:wat-sai,Wat-sai,wat-sai,norm_label,0.8
entity:artist:wen-sai,Wen-sai,wen-sai,norm_label,0.8
entity:artist:wenlan,Wenlan,wenlan,norm_label,0.8
entity:artist:wenqing,Wenqing,wenqing,norm_label,0.8
entity:artist:wher,Wher,wher,norm_label,0.8
entity:artist:william,William,william,norm_label,0.8
entity:artist:wolf,Wolf,wolf,norm_label,0.8
entity:artist:wong,Wong,wong,norm_label,0.8
entity:artist:woods,Woods,woods,norm_label,0.8
entity:artist:wu,Wu,wu,norm_label,0.8
entity:artist:wu-dan-chinese,Wu Dan (Chinese,wu dan chinese,norm_label,0.8
entity:artist:wun,Wun,wun,norm_label,0.8
entity:artist:xiaoxi,Xiaoxi,xiaoxi,norm_label,0.8
entity:artist:yamamoto,Yamamoto,yamamoto,norm_label,0.8
entity:artist:ye-shing,Ye Shing,ye shing,norm_label,0.8
entity:artist:yen,Yen,yen,norm_label,0.8
entity:artist:yiweng,Yiweng,yiweng,norm_label,0.8
entity:artist:yoshimitsu,Yoshimitsu,yoshimitsu,norm_label,0.8
entity:artist:you,You,you,norm_label,0.8
entity:artist:you-qiu-尤裘,You Qiu 尤裘,you qiu 尤裘,norm_label,0.8
entity:artist:yuan-yao-chinese,Yuan Yao (Chinese,yuan yao chinese,norm_label,0.8
entity:artist:yung,Yung,yung,norm_label,0.8
entity:artist:yung-pao,Yung Pao,yung pao,norm_label,0.8
entity:artist:zhang,Zhang,zhang,norm_label,0.8
entity:artist:zhou-chen-chinese,Zhou Chen (Chinese,zhou chen chinese,norm_label,0.8
entity:artist:zhou-wenshu-周文樞,Zhou Wenshu 周文樞,zhou wenshu 周文樞,norm_label,0.8
entity:artist:zhu-jiyi-朱集義,Zhu Jiyi 朱集義,zhu jiyi 朱集義,norm_label,0.8
entity:culture:abhaya-mudra,Abhaya mudra,abhaya mudra,norm_label,1.0
entity:culture:actors-and-actresses,Actors and actresses,actors and actresses,norm_label,1.0
entity:culture:allegory,Allegory,allegory,norm_label,1.0
entity:culture:altars,Altars,altars,norm_label,1.0
entity:culture:amitabha-buddha,Amitabha Buddha,amitabha buddha,norm_label,1.0
entity:culture:amusements,Amusements,amusements,norm_label,1.0
entity:culture:animals,Animals,animals,norm_label,1.0
entity:culture:anjali-mudra,Anjali mudra,anjali mudra,norm_label,1.0
entity:culture:anyang-period-late-shang-dynasty-ca-1300-1050-bce,"Anyang period, Late Shang dynasty (ca. 1300 - 1050 BCE)",anyang period late shang dynasty ca 1300 - 1050 bce,norm_label,1.0
entity:culture:archery,Archery,archery,norm_label,1.0
entity:culture:architecture,Architecture,architecture,norm_label,1.0
entity:culture:art,Art,art,norm_label,1.0
entity:culture:artifact-walls-exhibit,Artifact Walls exhibit,artifact walls exhibit,norm_label,1.0
entity:culture:arts-and-sciences,Arts and sciences,arts and sciences,norm_label,1.0
entity:culture:attendant,Attendant,attendant,norm_label,1.0
entity:culture:autumn,Autumn,autumn,norm_label,1.0
entity:culture:avalokitesvara-buddhist-deity,Avalokite?svara (Buddhist deity),avalokitesvara buddhist deity,norm_label,1.0
entity:culture:ba-xian-taoist-mythology,Ba Xian (Taoist mythology),ba xian taoist mythology,norm_label,1.0
entity:culture:baimiao-style,Baimiao style,baimiao style,norm_label,1.0
entity:culture:bamboo,Bamboo,bamboo,norm_label,1.0
entity:culture:bananas,Bananas,bananas,norm_label,1.0
entity:culture:baskets,Baskets,baskets,norm_label,1.0
entity:culture:bathing,Bathing,bathing,norm_label,1.0
entity:culture:bats,Bats,bats,norm_label,1.0
entity:culture:bears,Bears,bears,norm_label,1.0
entity:culture:bees,Bees,bees,norm_label,1.0
entity:culture:beetles,Beetles,beetles,norm_label,1.0
entity:culture:bhumisparsha-mudra,Bhumisparsha mudra,bhumisparsha mudra,norm_label,1.0
entity:culture:bird-and-flower,Bird and flower,bird and flower,norm_label,1.0
entity:culture:birds,Birds,birds,norm_label,1.0
entity:culture:biwa,Biwa,biwa,norm_label,1.0
entity:culture:black-enterprise,Black Enterprise,black enterprise,norm_label,1.0
entity:culture:black-interiors,Black interiors,black interiors,norm_label,1.0
entity:culture:blue-and-green-style,Blue-and-green style,blue-and-green style,norm_label,1.0
entity:culture:boar,Boar,boar,norm_label,1.0
entity:culture:boats-and-boating,Boats and boating,boats and boating,norm_label,1.0
entity:culture:bodhi-tree,Bodhi tree,bodhi tree,norm_label,1.0
entity:culture:bodhidharma,Bodhidharma,bodhidharma,norm_label,1.0
entity:culture:bodhisattva,Bodhisattva,bodhisattva,norm_label,1.0
entity:culture:bone,Bone,bone,norm_label,1.0
entity:culture:bow,Bow,bow,norm_label,1.0
entity:culture:boy,Boy,boy,norm_label,1.0
entity:culture:bridges,Bridges,bridges,norm_label,1.0
entity:culture:brocading,Brocading,brocading,norm_label,1.0
entity:culture:bronze,Bronze,bronze,norm_label,1.0
entity:culture:bucket,Bucket,bucket,norm_label,1.0
entity:culture:buddha-bhaisajyaguru,Buddha Bhaisajyaguru,buddha bhaisajyaguru,norm_label,1.0
entity:culture:buffaloes,Buffaloes,buffaloes,norm_label,1.0
entity:culture:bulls,Bulls,bulls,norm_label,1.0
entity:culture:business,Business,business,norm_label,1.0
entity:culture:butterflies,Butterflies,butterflies,norm_label,1.0
entity:culture:cabbage,Cabbage,cabbage,norm_label,1.0
entity:culture:camel,Camel,camel,norm_label,1.0
entity:culture:camellia,Camellia,camellia,norm_label,1.0
entity:culture:canals,Canals,canals,norm_label,1.0
entity:culture:caricature-and-cartoons,Caricature and cartoons,caricature and cartoons,norm_label,1.0
entity:culture:carl-whiting-bishop-collection,Carl Whiting Bishop collection,carl whiting bishop collection,norm_label,1.0
entity:culture:cart,Cart,cart,norm_label,1.0
entity:culture:carving,Carving,carving,norm_label,1.0
entity:culture:cats,Cats,cats,norm_label,1.0
entity:culture:cattle,Cattle,cattle,norm_label,1.0
entity:culture:ceramics,Ceramics,ceramics,norm_label,1.0
entity:culture:chairs,Chairs,chairs,norm_label,1.0
entity:culture:change,Chang'e,change,norm_label,1.0
entity:culture:charles-lang-freer-collection,Charles Lang Freer collection,charles lang freer collection,norm_label,1.0
entity:culture:chasing,Chasing,chasing,norm_label,1.0
entity:culture:chess,Chess,chess,norm_label,1.0
entity:culture:chicken,Chicken,chicken,norm_label,1.0
entity:culture:chief,Chief,chief,norm_label,1.0
entity:culture:children,Children,children,norm_label,1.0
entity:culture:chimera,Chimera,chimera,norm_label,1.0
entity:culture:china-trade,China Trade,china trade,norm_label,1.0
entity:culture:chinese,Chinese,chinese,norm_label,1.0
entity:culture:chinese-art,Chinese Art,chinese art,norm_label,1.0
entity:culture:chinese-for-western-market,Chinese (for Western market),chinese for western market,norm_label,1.0
entity:culture:chinese-han,Chinese (Han),chinese han,norm_label,1.0
entity:culture:chinese-in-indonesia,Chinese (in Indonesia?),chinese in indonesia,norm_label,1.0
entity:culture:chinese-khotan-chinese-turkestan,"Chinese (Khotan, Chinese Turkestan)",chinese khotan chinese turkestan,norm_label,1.0
entity:culture:chinese-manchu,Chinese (Manchu),chinese manchu,norm_label,1.0
entity:culture:chinese-or-japanese,Chinese or Japanese,chinese or japanese,norm_label,1.0
entity:culture:chinese-tibetan-style,"Chinese, Tibetan style",chinese tibetan style,norm_label,1.0
entity:culture:chrysanthemum,Chrysanthemum,chrysanthemum,norm_label,1.0
entity:culture:cicada,Cicada,cicada,norm_label,1.0
entity:culture:cintamani,Cintamani,cintamani,norm_label,1.0
entity:culture:cities-and-towns,Cities and towns,cities and towns,norm_label,1.0
entity:culture:citron,Citron,citron,norm_label,1.0
entity:culture:cityscapes,Cityscapes,cityscapes,norm_label,1.0
entity:culture:civil-rights,Civil rights,civil rights,norm_label,1.0
entity:culture:cloisonn,CloisonnÃ©,cloisonnã©,norm_label,1.0
entity:culture:clothing-and-dress,Clothing and dress,clothing and dress,norm_label,1.0
entity:culture:cloud,Cloud,cloud,norm_label,1.0
entity:culture:coasts,Coasts,coasts,norm_label,1.0
entity:culture:cobalt-pigment,Cobalt pigment,cobalt pigment,norm_label,1.0
entity:culture:coins,Coins,coins,norm_label,1.0
entity:culture:commercial,Commercial,commercial,norm_label,1.0
entity:culture:conch-shell,Conch shell,conch shell,norm_label,1.0
entity:culture:concubine,Concubine,concubine,norm_label,1.0
entity:culture:confucius,Confucius,confucius,norm_label,1.0
entity:culture:containers,Containers,containers,norm_label,1.0
entity:culture:cooking,Cooking,cooking,norm_label,1.0
entity:culture:copp-collection,Copp Collection,copp collection,norm_label,1.0
entity:culture:copper-green-glaze,Copper-green glaze,copper-green glaze,norm_label,1.0
entity:culture:copper-green-lead-glaze,Copper-green lead glaze,copper-green lead glaze,norm_label,1.0
entity:culture:copy,Copy,copy,norm_label,1.0
entity:culture:cormorant,Cormorant,cormorant,norm_label,1.0
entity:culture:coromandel,Coromandel,coromandel,norm_label,1.0
entity:culture:couching-embroidering,Couching (embroidering),couching embroidering,norm_label,1.0
entity:culture:court,Court,court,norm_label,1.0
entity:culture:courting,Courting,courting,norm_label,1.0
entity:culture:cows,Cows,cows,norm_label,1.0
entity:culture:craftsmanship,Craftsmanship,craftsmanship,norm_label,1.0
entity:culture:crane,Crane,crane,norm_label,1.0
entity:culture:crow,Crow,crow,norm_label,1.0
entity:culture:cut-velvet,Cut velvet,cut velvet,norm_label,1.0
entity:culture:cymbal,Cymbal,cymbal,norm_label,1.0
entity:culture:dagger,Dagger,dagger,norm_label,1.0
entity:culture:dance,Dance,dance,norm_label,1.0
entity:culture:dancer,Dancer,dancer,norm_label,1.0
entity:culture:daoism,Daoism,daoism,norm_label,1.0
entity:culture:daoist-immortals,Daoist Immortals,daoist immortals,norm_label,1.0
entity:culture:daylily,Daylily,daylily,norm_label,1.0
entity:culture:demon,Demon,demon,norm_label,1.0
entity:culture:description-and-travel,Description and travel,description and travel,norm_label,1.0
entity:culture:deva,Deva,deva,norm_label,1.0
entity:culture:dharmacakra,Dharmacakra,dharmacakra,norm_label,1.0
entity:culture:dhayanibuddha,Dhayanibuddha,dhayanibuddha,norm_label,1.0
entity:culture:dinners-and-dining,Dinners and dining,dinners and dining,norm_label,1.0
entity:culture:disciple,Disciple,disciple,norm_label,1.0
entity:culture:dogs,Dogs,dogs,norm_label,1.0
entity:culture:domestic,Domestic,domestic,norm_label,1.0
entity:culture:domestic-life,Domestic life,domestic life,norm_label,1.0
entity:culture:donkey,Donkey,donkey,norm_label,1.0
entity:culture:dove,Dove,dove,norm_label,1.0
entity:culture:dragon,Dragon,dragon,norm_label,1.0
entity:culture:dragon-boat-festival,Dragon Boat Festival,dragon boat festival,norm_label,1.0
entity:culture:drama-theatre,Drama (Theatre),drama theatre,norm_label,1.0
entity:culture:dreaming,Dreaming,dreaming,norm_label,1.0
entity:culture:dress-accessories,Dress accessories,dress accessories,norm_label,1.0
entity:culture:drug-use,Drug use,drug use,norm_label,1.0
entity:culture:drums-membranophones,Drums (Membranophones),drums membranophones,norm_label,1.0
entity:culture:ducks,Ducks,ducks,norm_label,1.0
entity:culture:dwellings,Dwellings,dwellings,norm_label,1.0
entity:culture:eagles,Eagles,eagles,norm_label,1.0
entity:culture:eastern-wei-dynasty-534-550,Eastern Wei dynasty (534 - 550),eastern wei dynasty 534 - 550,norm_label,1.0
entity:culture:eastern-zhou-dynasty-770-221-bce,Eastern Zhou dynasty (770 - 221 BCE),eastern zhou dynasty 770 - 221 bce,norm_label,1.0
entity:culture:edo-period-japan-1600-1868,"Edo period, Japan, (1600 - 1868)",edo period japan 1600 - 1868,norm_label,1.0
entity:culture:eggplant,Eggplant,eggplant,norm_label,1.0
entity:culture:egrets,Egrets,egrets,norm_label,1.0
entity:culture:eight-views-of-xiao-xiang,Eight Views of Xiao-Xiang,eight views of xiao-xiang,norm_label,1.0
entity:culture:elections,Elections,elections,norm_label,1.0
entity:culture:elephants,Elephants,elephants,norm_label,1.0
entity:culture:emancipation,Emancipation,emancipation,norm_label,1.0
entity:culture:embroidery,Embroidery,embroidery,norm_label,1.0
entity:culture:emigration-and-immigration,Emigration and immigration,emigration and immigration,norm_label,1.0
entity:culture:engraving-incising,Engraving (incising),engraving incising,norm_label,1.0
entity:culture:entertainers,Entertainers,entertainers,norm_label,1.0
entity:culture:erligang-period-early-shang-dynasty-ca-1600-ca-1400-bce,"Erligang period, Early Shang dynasty (ca. 1600 - ca. 1400 BCE)",erligang period early shang dynasty ca 1600 - ca 1400 bce,norm_label,1.0
entity:culture:falconry,Falconry,falconry,norm_label,1.0
entity:culture:family,Family,family,norm_label,1.0
entity:culture:fans,Fans,fans,norm_label,1.0
entity:culture:farms,Farms,farms,norm_label,1.0
entity:culture:fashion,Fashion,fashion,norm_label,1.0
entity:culture:female-and-child,Female and child,female and child,norm_label,1.0
entity:culture:festivals,Festivals,festivals,norm_label,1.0
entity:culture:figure-female,Figure female,figure female,norm_label,1.0
entity:culture:figure-group,Figure group,figure group,norm_label,1.0
entity:culture:figure-male,Figure male,figure male,norm_label,1.0
entity:culture:first-ladies,First ladies,first ladies,norm_label,1.0
entity:culture:fishes,Fishes,fishes,norm_label,1.0
entity:culture:fishing,Fishing,fishing,norm_label,1.0
entity:culture:fishmonger,Fishmonger,fishmonger,norm_label,1.0
entity:culture:five-dynasties-period-907-960,Five Dynasties period (907 - 960),five dynasties period 907 - 960,norm_label,1.0
entity:culture:flaming-pearl,Flaming pearl,flaming pearl,norm_label,1.0
entity:culture:floral-patterns,Floral patterns,floral patterns,norm_label,1.0
entity:culture:flowers,Flowers,flowers,norm_label,1.0
entity:culture:flute,Flute,flute,norm_label,1.0
entity:culture:fly-whisk,Fly whisk,fly whisk,norm_label,1.0
entity:culture:folk-tales,Folk tales,folk tales,norm_label,1.0
entity:culture:food,Food,food,norm_label,1.0
entity:culture:food-culture,Food Culture,food culture,norm_label,1.0
entity:culture:food-habits,Food habits,food habits,norm_label,1.0
entity:culture:forests-and-forestry,Forests and forestry,forests and forestry,norm_label,1.0
entity:culture:forgery,Forgery,forgery,norm_label,1.0
entity:culture:frogs,Frogs,frogs,norm_label,1.0
entity:culture:fruit,Fruit,fruit,norm_label,1.0
entity:culture:funeral-rites-and-customs,Funeral rites and customs,funeral rites and customs,norm_label,1.0
entity:culture:funerary,Funerary,funerary,norm_label,1.0
entity:culture:fungi,Fungi,fungi,norm_label,1.0
entity:culture:fungus-of-immortality,Fungus-of-immortality,fungus-of-immortality,norm_label,1.0
entity:culture:furnishings,Furnishings,furnishings,norm_label,1.0
entity:culture:game-playing,Game playing,game playing,norm_label,1.0
entity:culture:games,Games,games,norm_label,1.0
entity:culture:gansu-ware,Gansu ware,gansu ware,norm_label,1.0
entity:culture:garden-rock,Garden rock,garden rock,norm_label,1.0
entity:culture:gardens,Gardens,gardens,norm_label,1.0
entity:culture:gautama-buddha,Gautama Buddha,gautama buddha,norm_label,1.0
entity:culture:geneaology,Geneaology,geneaology,norm_label,1.0
entity:culture:gilding,Gilding,gilding,norm_label,1.0
entity:culture:glass,Glass,glass,norm_label,1.0
entity:culture:glassblowing,Glassblowing,glassblowing,norm_label,1.0
entity:culture:glassware,Glassware,glassware,norm_label,1.0
entity:culture:go-game,Go (Game),go game,norm_label,1.0
entity:culture:goat,Goat,goat,norm_label,1.0
entity:culture:gondola,Gondola,gondola,norm_label,1.0
entity:culture:goose,Goose,goose,norm_label,1.0
entity:culture:goryeo-period-918-1392,Goryeo period (918 - 1392),goryeo period 918 - 1392,norm_label,1.0
entity:culture:government,Government,government,norm_label,1.0
entity:culture:grape,Grape,grape,norm_label,1.0
entity:culture:green-glaze,Green glaze,green glaze,norm_label,1.0
entity:culture:groom,Groom,groom,norm_label,1.0
entity:culture:guanyin,Guanyin,guanyin,norm_label,1.0
entity:culture:guardian-lion,Guardian lion,guardian lion,norm_label,1.0
entity:culture:hagi-ware,Hagi ware,hagi ware,norm_label,1.0
entity:culture:halo,Halo,halo,norm_label,1.0
entity:culture:hammering,Hammering,hammering,norm_label,1.0
entity:culture:han-dynasty-202-bc-220-ad,"Han dynasty, 202 B.C.-220 A.D.",han dynasty 202 bc-220 ad,norm_label,1.0
entity:culture:han-dynasty-206-bce-220-ce,Han dynasty (206 BCE - 220 CE),han dynasty 206 bce - 220 ce,norm_label,1.0
entity:culture:harpers-weekly,Harper's Weekly,harpers weekly,norm_label,1.0
entity:culture:hats,Hats,hats,norm_label,1.0
entity:culture:hawk,Hawk,hawk,norm_label,1.0
entity:culture:heaven,Heaven,heaven,norm_label,1.0
entity:culture:hell,Hell,hell,norm_label,1.0
entity:culture:herb-gathering,Herb gathering,herb gathering,norm_label,1.0
entity:culture:herd-boy,Herd boy,herd boy,norm_label,1.0
entity:culture:herding,Herding,herding,norm_label,1.0
entity:culture:herons,Herons,herons,norm_label,1.0
entity:culture:hibiscus,Hibiscus,hibiscus,norm_label,1.0
entity:culture:hill,Hill,hill,norm_label,1.0
entity:culture:hollyhock,Hollyhock,hollyhock,norm_label,1.0
