canonical_id,entity_type,label,norm_label,uri,external_id,source_count
entity:artist:mckenney,Artist,McKenney,mckenney,https://kg.overseas-chinese-artifacts.local/entity/artist/mckenney,,1
entity:artist:meh,Artist,Meh,meh,https://kg.overseas-chinese-artifacts.local/entity/artist/meh,,1
entity:artist:meissen-porcelain-manufactory,Artist,Meissen Porcelain Manufactory,meissen porcelain manufactory,https://kg.overseas-chinese-artifacts.local/entity/artist/meissen-porcelain-manufactory,,1
entity:artist:meyer,Artist,Meyer,meyer,https://kg.overseas-chinese-artifacts.local/entity/artist/meyer,,32
entity:artist:michael,Artist,Michael,michael,https://kg.overseas-chinese-artifacts.local/entity/artist/michael,,2
entity:artist:mildred-f,Artist,Mildred F.,mildred f,https://kg.overseas-chinese-artifacts.local/entity/artist/mildred-f,,4
entity:artist:miller,Artist,Miller,miller,https://kg.overseas-chinese-artifacts.local/entity/artist/miller,,1
entity:artist:ming-sai,Artist,Ming Sai,ming sai,https://kg.overseas-chinese-artifacts.local/entity/artist/ming-sai,,7
entity:artist:montross,Artist,Montross,montross,https://kg.overseas-chinese-artifacts.local/entity/artist/montross,,5
entity:artist:moore,Artist,Moore,moore,https://kg.overseas-chinese-artifacts.local/entity/artist/moore,,1
entity:artist:muybridge,Artist,Muybridge,muybridge,https://kg.overseas-chinese-artifacts.local/entity/artist/muybridge,,1
entity:artist:myron-s,Artist,Myron S.,myron s,https://kg.overseas-chinese-artifacts.local/entity/artist/myron-s,,4
entity:artist:n-e,Artist,N. E.,n e,https://kg.overseas-chinese-artifacts.local/entity/artist/n-e,,5
entity:artist:naiji,Artist,Naiji,naiji,https://kg.overseas-chinese-artifacts.local/entity/artist/naiji,,1
entity:artist:natalie-clifford,Artist,Natalie Clifford,natalie clifford,https://kg.overseas-chinese-artifacts.local/entity/artist/natalie-clifford,,1
entity:artist:negro-ensemble-company,Artist,Negro Ensemble Company,negro ensemble company,https://kg.overseas-chinese-artifacts.local/entity/artist/negro-ensemble-company,,3
entity:artist:nicholas,Artist,Nicholas,nicholas,https://kg.overseas-chinese-artifacts.local/entity/artist/nicholas,,3
entity:artist:noritake-co,Artist,Noritake Co.,noritake co,https://kg.overseas-chinese-artifacts.local/entity/artist/noritake-co,,7
entity:artist:novello,Artist,Novello,novello,https://kg.overseas-chinese-artifacts.local/entity/artist/novello,,1
entity:artist:oeder,Artist,Oeder,oeder,https://kg.overseas-chinese-artifacts.local/entity/artist/oeder,,1
entity:artist:oriental-bronzes,Artist,Oriental Bronzes,oriental bronzes,https://kg.overseas-chinese-artifacts.local/entity/artist/oriental-bronzes,,1
entity:artist:orvar,Artist,Orvar,orvar,https://kg.overseas-chinese-artifacts.local/entity/artist/orvar,,23
entity:artist:otto-burchard,Artist,Otto Burchard,otto burchard,https://kg.overseas-chinese-artifacts.local/entity/artist/otto-burchard,,1
entity:artist:otto-c,Artist,Otto C.,otto c,https://kg.overseas-chinese-artifacts.local/entity/artist/otto-c,,1
entity:artist:pa-ku-cha,Artist,Pa Ku Cha,pa ku cha,https://kg.overseas-chinese-artifacts.local/entity/artist/pa-ku-cha,,4
entity:artist:pai-chai,Artist,Pai Chai,pai chai,https://kg.overseas-chinese-artifacts.local/entity/artist/pai-chai,,1
entity:artist:pang,Artist,Pang,pang,https://kg.overseas-chinese-artifacts.local/entity/artist/pang,,3
entity:artist:pao,Artist,Pao,pao,https://kg.overseas-chinese-artifacts.local/entity/artist/pao,,7
entity:artist:parish-watson-company,Artist,Parish-Watson Company,parish-watson company,https://kg.overseas-chinese-artifacts.local/entity/artist/parish-watson-company,,2
entity:artist:parke-bernet-galleries,Artist,Parke-Bernet Galleries,parke-bernet galleries,https://kg.overseas-chinese-artifacts.local/entity/artist/parke-bernet-galleries,,2
entity:artist:paul,Artist,Paul,paul,https://kg.overseas-chinese-artifacts.local/entity/artist/paul,,1
entity:artist:percy-moore,Artist,Percy Moore,percy moore,https://kg.overseas-chinese-artifacts.local/entity/artist/percy-moore,,1
entity:artist:perronneau,Artist,Perronneau,perronneau,https://kg.overseas-chinese-artifacts.local/entity/artist/perronneau,,1
entity:artist:peter,Artist,Peter,peter,https://kg.overseas-chinese-artifacts.local/entity/artist/peter,,1
entity:artist:pierre,Artist,Pierre,pierre,https://kg.overseas-chinese-artifacts.local/entity/artist/pierre,,4
entity:artist:posada,Artist,Posada,posada,https://kg.overseas-chinese-artifacts.local/entity/artist/posada,,1
entity:artist:pulun,Artist,Pulun,pulun,https://kg.overseas-chinese-artifacts.local/entity/artist/pulun,,1
entity:artist:qian-weicheng-chinese,Artist,Qian Weicheng (Chinese,qian weicheng chinese,https://kg.overseas-chinese-artifacts.local/entity/artist/qian-weicheng-chinese,,1
entity:artist:rai-sai,Artist,Rai-sai,rai-sai,https://kg.overseas-chinese-artifacts.local/entity/artist/rai-sai,,5
entity:artist:ranson,Artist,Ranson,ranson,https://kg.overseas-chinese-artifacts.local/entity/artist/ranson,,1
entity:artist:rapilly,Artist,Rapilly,rapilly,https://kg.overseas-chinese-artifacts.local/entity/artist/rapilly,,1
entity:artist:reinicke,Artist,Reinicke,reinicke,https://kg.overseas-chinese-artifacts.local/entity/artist/reinicke,,1
entity:artist:rentao,Artist,Rentao,rentao,https://kg.overseas-chinese-artifacts.local/entity/artist/rentao,,2
entity:artist:riu-cheng-chai,Artist,Riu Cheng Chai,riu cheng chai,https://kg.overseas-chinese-artifacts.local/entity/artist/riu-cheng-chai,,35
entity:artist:riu-gu,Artist,Riu Gu,riu gu,https://kg.overseas-chinese-artifacts.local/entity/artist/riu-gu,,14
entity:artist:robert-c-eldred-co,Artist,Robert C. Eldred Co.,robert c eldred co,https://kg.overseas-chinese-artifacts.local/entity/artist/robert-c-eldred-co,,1
entity:artist:robert-w,Artist,Robert W.,robert w,https://kg.overseas-chinese-artifacts.local/entity/artist/robert-w,,2
entity:artist:robeson,Artist,Robeson,robeson,https://kg.overseas-chinese-artifacts.local/entity/artist/robeson,,1
entity:artist:rock-rest-tourist-home,Artist,Rock Rest Tourist Home,rock rest tourist home,https://kg.overseas-chinese-artifacts.local/entity/artist/rock-rest-tourist-home,,7
entity:artist:rolle,Artist,Rolle,rolle,https://kg.overseas-chinese-artifacts.local/entity/artist/rolle,,3
entity:artist:rosalind,Artist,Rosalind,rosalind,https://kg.overseas-chinese-artifacts.local/entity/artist/rosalind,,3
entity:artist:rose,Artist,Rose,rose,https://kg.overseas-chinese-artifacts.local/entity/artist/rose,,1
entity:artist:rufus-e,Artist,Rufus E.,rufus e,https://kg.overseas-chinese-artifacts.local/entity/artist/rufus-e,,1
entity:artist:ruth-meyer,Artist,Ruth Meyer,ruth meyer,https://kg.overseas-chinese-artifacts.local/entity/artist/ruth-meyer,,2
entity:artist:s,Artist,S.,s,https://kg.overseas-chinese-artifacts.local/entity/artist/s,,16
entity:artist:sackler,Artist,Sackler,sackler,https://kg.overseas-chinese-artifacts.local/entity/artist/sackler,,6
entity:artist:sai,Artist,Sai,sai,https://kg.overseas-chinese-artifacts.local/entity/artist/sai,,134
entity:artist:sammons,Artist,Sammons,sammons,https://kg.overseas-chinese-artifacts.local/entity/artist/sammons,,1
entity:artist:samson,Artist,Samson,samson,https://kg.overseas-chinese-artifacts.local/entity/artist/samson,,1
entity:artist:samuel,Artist,Samuel,samuel,https://kg.overseas-chinese-artifacts.local/entity/artist/samuel,,2
entity:artist:san,Artist,San,san,https://kg.overseas-chinese-artifacts.local/entity/artist/san,,10
entity:artist:seaton-enterprises-ltd,Artist,Seaton Enterprises Ltd.,seaton enterprises ltd,https://kg.overseas-chinese-artifacts.local/entity/artist/seaton-enterprises-ltd,,1
entity:artist:seton,Artist,Seton,seton,https://kg.overseas-chinese-artifacts.local/entity/artist/seton,,1
entity:artist:shanfang,Artist,Shanfang,shanfang,https://kg.overseas-chinese-artifacts.local/entity/artist/shanfang,,1
entity:artist:shen-xuzhai-沈虛齋,Artist,Shen Xuzhai 沈虛齋,shen xuzhai 沈虛齋,https://kg.overseas-chinese-artifacts.local/entity/artist/shen-xuzhai-%E6%B2%88%E8%99%9B%E9%BD%8B,,1
entity:artist:shinsuke,Artist,Shinsuke,shinsuke,https://kg.overseas-chinese-artifacts.local/entity/artist/shinsuke,,2
entity:artist:shir-gu,Artist,Shir Gu,shir gu,https://kg.overseas-chinese-artifacts.local/entity/artist/shir-gu,,6
entity:artist:shou-ting,Artist,Shou-ting,shou-ting,https://kg.overseas-chinese-artifacts.local/entity/artist/shou-ting,,3
entity:artist:shu-gu,Artist,Shu Gu,shu gu,https://kg.overseas-chinese-artifacts.local/entity/artist/shu-gu,,1
entity:artist:sinclair,Artist,Sinclair,sinclair,https://kg.overseas-chinese-artifacts.local/entity/artist/sinclair,,14
entity:artist:son,Artist,Son,son,https://kg.overseas-chinese-artifacts.local/entity/artist/son,,4
entity:artist:song-xu-chinese,Artist,Song Xu (Chinese,song xu chinese,https://kg.overseas-chinese-artifacts.local/entity/artist/song-xu-chinese,,1
entity:artist:sothebys,Artist,Sotheby's,sothebys,https://kg.overseas-chinese-artifacts.local/entity/artist/sothebys,,1
entity:artist:stoclet,Artist,Stoclet,stoclet,https://kg.overseas-chinese-artifacts.local/entity/artist/stoclet,,1
entity:artist:studio-of-hai-shan-sen,Artist,Studio of Hai Shan-sen,studio of hai shan-sen,https://kg.overseas-chinese-artifacts.local/entity/artist/studio-of-hai-shan-sen,,1
entity:artist:style-of-wu-wei-chinese,Artist,Style of: Wu Wei (Chinese,style of wu wei chinese,https://kg.overseas-chinese-artifacts.local/entity/artist/style-of-wu-wei-chinese,,1
entity:artist:style-of-zhou-wenshu-周文樞,Artist,Style of Zhou Wenshu 周文樞,style of zhou wenshu 周文樞,https://kg.overseas-chinese-artifacts.local/entity/artist/style-of-zhou-wenshu-%E5%91%A8%E6%96%87%E6%A8%9E,,2
entity:artist:su-tsar,Artist,Su-tsar,su-tsar,https://kg.overseas-chinese-artifacts.local/entity/artist/su-tsar,,1
entity:artist:supervisory-committee-for-recruiting-colored-regiments,Artist,Supervisory Committee for Recruiting Colored Regiments,supervisory committee for recruiting colored regiments,https://kg.overseas-chinese-artifacts.local/entity/artist/supervisory-committee-for-recruiting-colored-regiments,,1
entity:artist:ta,Artist,Ta,ta,https://kg.overseas-chinese-artifacts.local/entity/artist/ta,,48
entity:artist:ta-guwan,Artist,Ta Guwan,ta guwan,https://kg.overseas-chinese-artifacts.local/entity/artist/ta-guwan,,10
entity:artist:tai,Artist,Tai,tai,https://kg.overseas-chinese-artifacts.local/entity/artist/tai,,5
entity:artist:takayanagi,Artist,Takayanagi,takayanagi,https://kg.overseas-chinese-artifacts.local/entity/artist/takayanagi,,1
entity:artist:taku,Artist,Taku,taku,https://kg.overseas-chinese-artifacts.local/entity/artist/taku,,1
entity:artist:terauchi,Artist,Terauchi,terauchi,https://kg.overseas-chinese-artifacts.local/entity/artist/terauchi,,2
entity:artist:thomas,Artist,Thomas,thomas,https://kg.overseas-chinese-artifacts.local/entity/artist/thomas,,3
entity:artist:thomas-joseph,Artist,Thomas Joseph,thomas joseph,https://kg.overseas-chinese-artifacts.local/entity/artist/thomas-joseph,,1
entity:artist:tiffany-studios,Artist,Tiffany Studios,tiffany studios,https://kg.overseas-chinese-artifacts.local/entity/artist/tiffany-studios,,2
entity:artist:tinfook,Artist,Tinfook,tinfook,https://kg.overseas-chinese-artifacts.local/entity/artist/tinfook,,1
entity:artist:tish-co-han,Artist,TISH-CO-HAN,tish-co-han,https://kg.overseas-chinese-artifacts.local/entity/artist/tish-co-han,,1
entity:artist:tomitaro,Artist,Tomitaro,tomitaro,https://kg.overseas-chinese-artifacts.local/entity/artist/tomitaro,,1
entity:artist:tomkinson,Artist,Tomkinson,tomkinson,https://kg.overseas-chinese-artifacts.local/entity/artist/tomkinson,,2
entity:artist:toranosuke,Artist,Toranosuke,toranosuke,https://kg.overseas-chinese-artifacts.local/entity/artist/toranosuke,,2
entity:artist:tozo,Artist,Tozo,tozo,https://kg.overseas-chinese-artifacts.local/entity/artist/tozo,,1
entity:artist:tr-bner,Artist,TrÃ¼bner,trã¼bner,https://kg.overseas-chinese-artifacts.local/entity/artist/tr-bner,,1
entity:artist:traditionally-attributed-to-philip-anstruther-aka-an-tu-de,Artist,Traditionally attributed to Philip Anstruther (a.k.a. An Tu De),traditionally attributed to philip anstruther aka an tu de,https://kg.overseas-chinese-artifacts.local/entity/artist/traditionally-attributed-to-philip-anstruther-aka-an-tu-de,,10
entity:artist:traditionally-attributed-to-qian-xuan-舊傳-錢選-chinese,Artist,Traditionally attributed to: Qian Xuan  舊傳 錢選 (Chinese,traditionally attributed to qian xuan 舊傳 錢選 chinese,https://kg.overseas-chinese-artifacts.local/entity/artist/traditionally-attributed-to-qian-xuan-%E8%88%8A%E5%82%B3-%E9%8C%A2%E9%81%B8-chinese,,1
entity:artist:traditionally-attributed-to-yueshan-y-eh-shan,Artist,Traditionally attributed to Yueshan [Yüeh-shan],traditionally attributed to yueshan yüeh-shan,https://kg.overseas-chinese-artifacts.local/entity/artist/traditionally-attributed-to-yueshan-y-eh-shan,,1
entity:artist:tsou-hsu,Artist,Tsou Hsu,tsou hsu,https://kg.overseas-chinese-artifacts.local/entity/artist/tsou-hsu,,1
entity:artist:tuh-kee,Artist,Tuh Kee,tuh kee,https://kg.overseas-chinese-artifacts.local/entity/artist/tuh-kee,,1
entity:artist:tung-kee-curio-shop,Artist,Tung Kee Curio Shop,tung kee curio shop,https://kg.overseas-chinese-artifacts.local/entity/artist/tung-kee-curio-shop,,2
entity:artist:turner,Artist,Turner,turner,https://kg.overseas-chinese-artifacts.local/entity/artist/turner,,1
entity:artist:unidentified-artist-佚名-chinese,Artist,Unidentified artist 佚名 (Chinese,unidentified artist 佚名 chinese,https://kg.overseas-chinese-artifacts.local/entity/artist/unidentified-artist-%E4%BD%9A%E5%90%8D-chinese,,10
entity:artist:unidentified-sino-tibetan-buddhist-painter-sino-tibetan,Artist,Unidentified Sino-Tibetan Buddhist painter (Sino-Tibetan,unidentified sino-tibetan buddhist painter sino-tibetan,https://kg.overseas-chinese-artifacts.local/entity/artist/unidentified-sino-tibetan-buddhist-painter-sino-tibetan,,1
entity:artist:us-customs-service,Artist,U.S. Customs Service,us customs service,https://kg.overseas-chinese-artifacts.local/entity/artist/us-customs-service,,2
entity:artist:vignier,Artist,Vignier,vignier,https://kg.overseas-chinese-artifacts.local/entity/artist/vignier,,1
entity:artist:voysard,Artist,Voysard,voysard,https://kg.overseas-chinese-artifacts.local/entity/artist/voysard,,1
entity:artist:wang,Artist,Wang,wang,https://kg.overseas-chinese-artifacts.local/entity/artist/wang,,97
entity:artist:wanyan,Artist,Wanyan,wanyan,https://kg.overseas-chinese-artifacts.local/entity/artist/wanyan,,3
entity:artist:wat-sai,Artist,Wat-sai,wat-sai,https://kg.overseas-chinese-artifacts.local/entity/artist/wat-sai,,1
entity:artist:wen-sai,Artist,Wen-sai,wen-sai,https://kg.overseas-chinese-artifacts.local/entity/artist/wen-sai,,2
entity:artist:wenlan,Artist,Wenlan,wenlan,https://kg.overseas-chinese-artifacts.local/entity/artist/wenlan,,1
entity:artist:wenqing,Artist,Wenqing,wenqing,https://kg.overseas-chinese-artifacts.local/entity/artist/wenqing,,181
entity:artist:wher,Artist,Wher,wher,https://kg.overseas-chinese-artifacts.local/entity/artist/wher,,1
entity:artist:william,Artist,William,william,https://kg.overseas-chinese-artifacts.local/entity/artist/william,,5
entity:artist:wolf,Artist,Wolf,wolf,https://kg.overseas-chinese-artifacts.local/entity/artist/wolf,,1
entity:artist:wong,Artist,Wong,wong,https://kg.overseas-chinese-artifacts.local/entity/artist/wong,,4
entity:artist:woods,Artist,Woods,woods,https://kg.overseas-chinese-artifacts.local/entity/artist/woods,,3
entity:artist:wu,Artist,Wu,wu,https://kg.overseas-chinese-artifacts.local/entity/artist/wu,,4
entity:artist:wu-dan-chinese,Artist,Wu Dan (Chinese,wu dan chinese,https://kg.overseas-chinese-artifacts.local/entity/artist/wu-dan-chinese,,1
entity:artist:wun,Artist,Wun,wun,https://kg.overseas-chinese-artifacts.local/entity/artist/wun,,1
entity:artist:xiaoxi,Artist,Xiaoxi,xiaoxi,https://kg.overseas-chinese-artifacts.local/entity/artist/xiaoxi,,187
entity:artist:yamamoto,Artist,Yamamoto,yamamoto,https://kg.overseas-chinese-artifacts.local/entity/artist/yamamoto,,1
entity:artist:ye-shing,Artist,Ye Shing,ye shing,https://kg.overseas-chinese-artifacts.local/entity/artist/ye-shing,,1
entity:artist:yen,Artist,Yen,yen,https://kg.overseas-chinese-artifacts.local/entity/artist/yen,,5
entity:artist:yiweng,Artist,Yiweng,yiweng,https://kg.overseas-chinese-artifacts.local/entity/artist/yiweng,,1
entity:artist:yoshimitsu,Artist,Yoshimitsu,yoshimitsu,https://kg.overseas-chinese-artifacts.local/entity/artist/yoshimitsu,,1
entity:artist:you,Artist,You,you,https://kg.overseas-chinese-artifacts.local/entity/artist/you,,187
entity:artist:you-qiu-尤裘,Artist,You Qiu 尤裘,you qiu 尤裘,https://kg.overseas-chinese-artifacts.local/entity/artist/you-qiu-%E5%B0%A4%E8%A3%98,,1
entity:artist:yuan-yao-chinese,Artist,Yuan Yao (Chinese,yuan yao chinese,https://kg.overseas-chinese-artifacts.local/entity/artist/yuan-yao-chinese,,1
entity:artist:yung,Artist,Yung,yung,https://kg.overseas-chinese-artifacts.local/entity/artist/yung,,1
entity:artist:yung-pao,Artist,Yung Pao,yung pao,https://kg.overseas-chinese-artifacts.local/entity/artist/yung-pao,,2
entity:artist:zhang,Artist,Zhang,zhang,https://kg.overseas-chinese-artifacts.local/entity/artist/zhang,,2
entity:artist:zhou-chen-chinese,Artist,Zhou Chen (Chinese,zhou chen chinese,https://kg.overseas-chinese-artifacts.local/entity/artist/zhou-chen-chinese,,1
entity:artist:zhou-wenshu-周文樞,Artist,Zhou Wenshu 周文樞,zhou wenshu 周文樞,https://kg.overseas-chinese-artifacts.local/entity/artist/zhou-wenshu-%E5%91%A8%E6%96%87%E6%A8%9E,,1
entity:artist:zhu-jiyi-朱集義,Artist,Zhu Jiyi 朱集義,zhu jiyi 朱集義,https://kg.overseas-chinese-artifacts.local/entity/artist/zhu-jiyi-%E6%9C%B1%E9%9B%86%E7%BE%A9,,1
entity:culture:abhaya-mudra,Culture,Abhaya mudra,abhaya mudra,https://kg.overseas-chinese-artifacts.local/entity/culture/abhaya-mudra,,41
entity:culture:actors-and-actresses,Culture,Actors and actresses,actors and actresses,https://kg.overseas-chinese-artifacts.local/entity/culture/actors-and-actresses,,3
entity:culture:allegory,Culture,Allegory,allegory,https://kg.overseas-chinese-artifacts.local/entity/culture/allegory,,1
entity:culture:altars,Culture,Altars,altars,https://kg.overseas-chinese-artifacts.local/entity/culture/altars,,1
entity:culture:amitabha-buddha,Culture,Amitabha Buddha,amitabha buddha,https://kg.overseas-chinese-artifacts.local/entity/culture/amitabha-buddha,,3
entity:culture:amusements,Culture,Amusements,amusements,https://kg.overseas-chinese-artifacts.local/entity/culture/amusements,,4
entity:culture:animals,Culture,Animals,animals,https://kg.overseas-chinese-artifacts.local/entity/culture/animals,,309
entity:culture:anjali-mudra,Culture,Anjali mudra,anjali mudra,https://kg.overseas-chinese-artifacts.local/entity/culture/anjali-mudra,,4
entity:culture:anyang-period-late-shang-dynasty-ca-1300-1050-bce,Culture,"Anyang period, Late Shang dynasty (ca. 1300 - 1050 BCE)",anyang period late shang dynasty ca 1300 - 1050 bce,https://kg.overseas-chinese-artifacts.local/entity/culture/anyang-period-late-shang-dynasty-ca-1300-1050-bce,,29
entity:culture:archery,Culture,Archery,archery,https://kg.overseas-chinese-artifacts.local/entity/culture/archery,,1
entity:culture:architecture,Culture,Architecture,architecture,https://kg.overseas-chinese-artifacts.local/entity/culture/architecture,,21
entity:culture:art,Culture,Art,art,https://kg.overseas-chinese-artifacts.local/entity/culture/art,,1540
entity:culture:artifact-walls-exhibit,Culture,Artifact Walls exhibit,artifact walls exhibit,https://kg.overseas-chinese-artifacts.local/entity/culture/artifact-walls-exhibit,,1
entity:culture:arts-and-sciences,Culture,Arts and sciences,arts and sciences,https://kg.overseas-chinese-artifacts.local/entity/culture/arts-and-sciences,,1
entity:culture:attendant,Culture,Attendant,attendant,https://kg.overseas-chinese-artifacts.local/entity/culture/attendant,,16
entity:culture:autumn,Culture,Autumn,autumn,https://kg.overseas-chinese-artifacts.local/entity/culture/autumn,,9
entity:culture:avalokitesvara-buddhist-deity,Culture,Avalokite?svara (Buddhist deity),avalokitesvara buddhist deity,https://kg.overseas-chinese-artifacts.local/entity/culture/avalokitesvara-buddhist-deity,,20
entity:culture:ba-xian-taoist-mythology,Culture,Ba Xian (Taoist mythology),ba xian taoist mythology,https://kg.overseas-chinese-artifacts.local/entity/culture/ba-xian-taoist-mythology,,2
entity:culture:baimiao-style,Culture,Baimiao style,baimiao style,https://kg.overseas-chinese-artifacts.local/entity/culture/baimiao-style,,24
entity:culture:bamboo,Culture,Bamboo,bamboo,https://kg.overseas-chinese-artifacts.local/entity/culture/bamboo,,16
entity:culture:bananas,Culture,Bananas,bananas,https://kg.overseas-chinese-artifacts.local/entity/culture/bananas,,2
entity:culture:baskets,Culture,Baskets,baskets,https://kg.overseas-chinese-artifacts.local/entity/culture/baskets,,2
entity:culture:bathing,Culture,Bathing,bathing,https://kg.overseas-chinese-artifacts.local/entity/culture/bathing,,1
entity:culture:bats,Culture,Bats,bats,https://kg.overseas-chinese-artifacts.local/entity/culture/bats,,2
entity:culture:bears,Culture,Bears,bears,https://kg.overseas-chinese-artifacts.local/entity/culture/bears,,24
entity:culture:bees,Culture,Bees,bees,https://kg.overseas-chinese-artifacts.local/entity/culture/bees,,1
entity:culture:beetles,Culture,Beetles,beetles,https://kg.overseas-chinese-artifacts.local/entity/culture/beetles,,1
entity:culture:bhumisparsha-mudra,Culture,Bhumisparsha mudra,bhumisparsha mudra,https://kg.overseas-chinese-artifacts.local/entity/culture/bhumisparsha-mudra,,3
entity:culture:bird-and-flower,Culture,Bird and flower,bird and flower,https://kg.overseas-chinese-artifacts.local/entity/culture/bird-and-flower,,4
entity:culture:birds,Culture,Birds,birds,https://kg.overseas-chinese-artifacts.local/entity/culture/birds,,83
entity:culture:biwa,Culture,Biwa,biwa,https://kg.overseas-chinese-artifacts.local/entity/culture/biwa,,1
entity:culture:black-enterprise,Culture,Black Enterprise,black enterprise,https://kg.overseas-chinese-artifacts.local/entity/culture/black-enterprise,,9
entity:culture:black-interiors,Culture,Black interiors,black interiors,https://kg.overseas-chinese-artifacts.local/entity/culture/black-interiors,,7
entity:culture:blue-and-green-style,Culture,Blue-and-green style,blue-and-green style,https://kg.overseas-chinese-artifacts.local/entity/culture/blue-and-green-style,,38
entity:culture:boar,Culture,Boar,boar,https://kg.overseas-chinese-artifacts.local/entity/culture/boar,,2
entity:culture:boats-and-boating,Culture,Boats and boating,boats and boating,https://kg.overseas-chinese-artifacts.local/entity/culture/boats-and-boating,,39
entity:culture:bodhi-tree,Culture,Bodhi tree,bodhi tree,https://kg.overseas-chinese-artifacts.local/entity/culture/bodhi-tree,,2
entity:culture:bodhidharma,Culture,Bodhidharma,bodhidharma,https://kg.overseas-chinese-artifacts.local/entity/culture/bodhidharma,,2
entity:culture:bodhisattva,Culture,Bodhisattva,bodhisattva,https://kg.overseas-chinese-artifacts.local/entity/culture/bodhisattva,,59
entity:culture:bone,Culture,Bone,bone,https://kg.overseas-chinese-artifacts.local/entity/culture/bone,,16
entity:culture:bow,Culture,Bow,bow,https://kg.overseas-chinese-artifacts.local/entity/culture/bow,,2
entity:culture:boy,Culture,Boy,boy,https://kg.overseas-chinese-artifacts.local/entity/culture/boy,,2
entity:culture:bridges,Culture,Bridges,bridges,https://kg.overseas-chinese-artifacts.local/entity/culture/bridges,,9
entity:culture:brocading,Culture,Brocading,brocading,https://kg.overseas-chinese-artifacts.local/entity/culture/brocading,,11
entity:culture:bronze,Culture,Bronze,bronze,https://kg.overseas-chinese-artifacts.local/entity/culture/bronze,,468
entity:culture:bucket,Culture,Bucket,bucket,https://kg.overseas-chinese-artifacts.local/entity/culture/bucket,,1
entity:culture:buddha-bhaisajyaguru,Culture,Buddha Bhaisajyaguru,buddha bhaisajyaguru,https://kg.overseas-chinese-artifacts.local/entity/culture/buddha-bhaisajyaguru,,1
entity:culture:buffaloes,Culture,Buffaloes,buffaloes,https://kg.overseas-chinese-artifacts.local/entity/culture/buffaloes,,1
entity:culture:bulls,Culture,Bulls,bulls,https://kg.overseas-chinese-artifacts.local/entity/culture/bulls,,1
entity:culture:business,Culture,Business,business,https://kg.overseas-chinese-artifacts.local/entity/culture/business,,8
entity:culture:butterflies,Culture,Butterflies,butterflies,https://kg.overseas-chinese-artifacts.local/entity/culture/butterflies,,8
entity:culture:cabbage,Culture,Cabbage,cabbage,https://kg.overseas-chinese-artifacts.local/entity/culture/cabbage,,2
entity:culture:camel,Culture,Camel,camel,https://kg.overseas-chinese-artifacts.local/entity/culture/camel,,3
entity:culture:camellia,Culture,Camellia,camellia,https://kg.overseas-chinese-artifacts.local/entity/culture/camellia,,6
entity:culture:canals,Culture,Canals,canals,https://kg.overseas-chinese-artifacts.local/entity/culture/canals,,1
entity:culture:caricature-and-cartoons,Culture,Caricature and cartoons,caricature and cartoons,https://kg.overseas-chinese-artifacts.local/entity/culture/caricature-and-cartoons,,1
entity:culture:carl-whiting-bishop-collection,Culture,Carl Whiting Bishop collection,carl whiting bishop collection,https://kg.overseas-chinese-artifacts.local/entity/culture/carl-whiting-bishop-collection,,40
entity:culture:cart,Culture,Cart,cart,https://kg.overseas-chinese-artifacts.local/entity/culture/cart,,2
entity:culture:carving,Culture,Carving,carving,https://kg.overseas-chinese-artifacts.local/entity/culture/carving,,74
entity:culture:cats,Culture,Cats,cats,https://kg.overseas-chinese-artifacts.local/entity/culture/cats,,37
entity:culture:cattle,Culture,Cattle,cattle,https://kg.overseas-chinese-artifacts.local/entity/culture/cattle,,1
entity:culture:ceramics,Culture,Ceramics,ceramics,https://kg.overseas-chinese-artifacts.local/entity/culture/ceramics,,95
entity:culture:chairs,Culture,Chairs,chairs,https://kg.overseas-chinese-artifacts.local/entity/culture/chairs,,3
entity:culture:change,Culture,Chang'e,change,https://kg.overseas-chinese-artifacts.local/entity/culture/change,,2
entity:culture:charles-lang-freer-collection,Culture,Charles Lang Freer collection,charles lang freer collection,https://kg.overseas-chinese-artifacts.local/entity/culture/charles-lang-freer-collection,,1344
entity:culture:chasing,Culture,Chasing,chasing,https://kg.overseas-chinese-artifacts.local/entity/culture/chasing,,4
entity:culture:chess,Culture,Chess,chess,https://kg.overseas-chinese-artifacts.local/entity/culture/chess,,1
entity:culture:chicken,Culture,Chicken,chicken,https://kg.overseas-chinese-artifacts.local/entity/culture/chicken,,3
entity:culture:chief,Culture,Chief,chief,https://kg.overseas-chinese-artifacts.local/entity/culture/chief,,1
entity:culture:children,Culture,Children,children,https://kg.overseas-chinese-artifacts.local/entity/culture/children,,22
entity:culture:chimera,Culture,Chimera,chimera,https://kg.overseas-chinese-artifacts.local/entity/culture/chimera,,3
entity:culture:china-trade,Culture,China Trade,china trade,https://kg.overseas-chinese-artifacts.local/entity/culture/china-trade,,1
entity:culture:chinese,Culture,Chinese,chinese,https://kg.overseas-chinese-artifacts.local/entity/culture/chinese,,5402
entity:culture:chinese-art,Culture,Chinese Art,chinese art,https://kg.overseas-chinese-artifacts.local/entity/culture/chinese-art,,1514
entity:culture:chinese-for-western-market,Culture,Chinese (for Western market),chinese for western market,https://kg.overseas-chinese-artifacts.local/entity/culture/chinese-for-western-market,,1
entity:culture:chinese-han,Culture,Chinese (Han),chinese han,https://kg.overseas-chinese-artifacts.local/entity/culture/chinese-han,,12
