canonical_id,entity_type,label,norm_label,uri,external_id,source_count
entity:artifacttype:fill-papers-wall-coverings,ArtifactType,Fill papers; Wall coverings,fill papers wall coverings,https://kg.overseas-chinese-artifacts.local/entity/artifacttype/fill-papers-wall-coverings,,2
entity:artifacttype:fragment-of-a-rank-badge-textiles,ArtifactType,Fragment of a rank badge; Textiles,fragment of a rank badge textiles,https://kg.overseas-chinese-artifacts.local/entity/artifacttype/fragment-of-a-rank-badge-textiles,,2
entity:artifacttype:fragment-of-rank-badge-textiles,ArtifactType,Fragment of rank badge; Textiles,fragment of rank badge textiles,https://kg.overseas-chinese-artifacts.local/entity/artifacttype/fragment-of-rank-badge-textiles,,1
entity:artifacttype:fragments,ArtifactType,Fragments,fragments,https://kg.overseas-chinese-artifacts.local/entity/artifacttype/fragments,,264
entity:artifacttype:fragments-of-a-rank-badge-textiles,ArtifactType,Fragments of a rank badge; Textiles,fragments of a rank badge textiles,https://kg.overseas-chinese-artifacts.local/entity/artifacttype/fragments-of-a-rank-badge-textiles,,1
entity:artifacttype:furnishings,ArtifactType,Furnishings,furnishings,https://kg.overseas-chinese-artifacts.local/entity/artifacttype/furnishings,,30
entity:artifacttype:furniture,ArtifactType,Furniture,furniture,https://kg.overseas-chinese-artifacts.local/entity/artifacttype/furniture,,10
entity:artifacttype:furniture-decorative-arts-armchairs,ArtifactType,Furniture; Decorative arts; Armchairs,furniture decorative arts armchairs,https://kg.overseas-chinese-artifacts.local/entity/artifacttype/furniture-decorative-arts-armchairs,,1
entity:artifacttype:furniture-drawings,ArtifactType,Furniture; Drawings,furniture drawings,https://kg.overseas-chinese-artifacts.local/entity/artifacttype/furniture-drawings,,8
entity:artifacttype:furniture-furnishings,ArtifactType,Furniture; Furnishings,furniture furnishings,https://kg.overseas-chinese-artifacts.local/entity/artifacttype/furniture-furnishings,,17
entity:artifacttype:furniture-mirrors-furnishings,ArtifactType,Furniture; Mirrors; Furnishings,furniture mirrors furnishings,https://kg.overseas-chinese-artifacts.local/entity/artifacttype/furniture-mirrors-furnishings,,1
entity:artifacttype:furniture-prints,ArtifactType,Furniture; Prints,furniture prints,https://kg.overseas-chinese-artifacts.local/entity/artifacttype/furniture-prints,,2
entity:artifacttype:glass,ArtifactType,Glass,glass,https://kg.overseas-chinese-artifacts.local/entity/artifacttype/glass,,2
entity:artifacttype:glassware-bowls-decorative-arts,ArtifactType,Glassware; Bowls; Decorative arts,glassware bowls decorative arts,https://kg.overseas-chinese-artifacts.local/entity/artifacttype/glassware-bowls-decorative-arts,,1
entity:artifacttype:glassware-bowls-vessels-decorative-arts,ArtifactType,Glassware; Bowls (vessels); Decorative arts,glassware bowls vessels decorative arts,https://kg.overseas-chinese-artifacts.local/entity/artifacttype/glassware-bowls-vessels-decorative-arts,,1
entity:artifacttype:glassware-decorative-arts-snuff-bottles,ArtifactType,Glassware; Decorative arts; Snuff bottles,glassware decorative arts snuff bottles,https://kg.overseas-chinese-artifacts.local/entity/artifacttype/glassware-decorative-arts-snuff-bottles,,1
entity:artifacttype:graphic-arts,ArtifactType,Graphic arts,graphic arts,https://kg.overseas-chinese-artifacts.local/entity/artifacttype/graphic-arts,,13
entity:artifacttype:hangings-coverings-embroidery-visual-works,ArtifactType,Hangings (coverings); Embroidery (visual works),hangings coverings embroidery visual works,https://kg.overseas-chinese-artifacts.local/entity/artifacttype/hangings-coverings-embroidery-visual-works,,1
entity:artifacttype:hangings-coverings-textiles,ArtifactType,Hangings (coverings); Textiles,hangings coverings textiles,https://kg.overseas-chinese-artifacts.local/entity/artifacttype/hangings-coverings-textiles,,1
entity:artifacttype:hats,ArtifactType,Hats,hats,https://kg.overseas-chinese-artifacts.local/entity/artifacttype/hats,,1
entity:artifacttype:headboard-panel-embroidery-visual-works,ArtifactType,Headboard panel; Embroidery (visual works),headboard panel embroidery visual works,https://kg.overseas-chinese-artifacts.local/entity/artifacttype/headboard-panel-embroidery-visual-works,,1
entity:artifacttype:insignias-badges-embroidery-visual-works,ArtifactType,Insignias; Badges; Embroidery (visual works),insignias badges embroidery visual works,https://kg.overseas-chinese-artifacts.local/entity/artifacttype/insignias-badges-embroidery-visual-works,,20
entity:artifacttype:insignias-badges-textiles,ArtifactType,Insignias; Badges; Textiles,insignias badges textiles,https://kg.overseas-chinese-artifacts.local/entity/artifacttype/insignias-badges-textiles,,5
entity:artifacttype:interior-views-bound-print,ArtifactType,Interior views; Bound print,interior views bound print,https://kg.overseas-chinese-artifacts.local/entity/artifacttype/interior-views-bound-print,,1
entity:artifacttype:interior-views-drawings,ArtifactType,Interior views; Drawings,interior views drawings,https://kg.overseas-chinese-artifacts.local/entity/artifacttype/interior-views-drawings,,8
entity:artifacttype:interior-views-table-screen-and-stand-decorative-arts,ArtifactType,Interior views; Table screen and stand; Decorative arts,interior views table screen and stand decorative arts,https://kg.overseas-chinese-artifacts.local/entity/artifacttype/interior-views-table-screen-and-stand-decorative-arts,,1
entity:artifacttype:jars,ArtifactType,Jars,jars,https://kg.overseas-chinese-artifacts.local/entity/artifacttype/jars,,1
entity:artifacttype:jewelry,ArtifactType,Jewelry,jewelry,https://kg.overseas-chinese-artifacts.local/entity/artifacttype/jewelry,,15
entity:artifacttype:jewelry-decorative-arts-fingernail-guard,ArtifactType,Jewelry; Decorative arts; Fingernail guard,jewelry decorative arts fingernail guard,https://kg.overseas-chinese-artifacts.local/entity/artifacttype/jewelry-decorative-arts-fingernail-guard,,1
entity:artifacttype:jewelry-decorative-arts-headgear,ArtifactType,Jewelry; Decorative arts; Headgear,jewelry decorative arts headgear,https://kg.overseas-chinese-artifacts.local/entity/artifacttype/jewelry-decorative-arts-headgear,,1
entity:artifacttype:knife-money,ArtifactType,knife money,knife money,https://kg.overseas-chinese-artifacts.local/entity/artifacttype/knife-money,,2
entity:artifacttype:knives-decorative-arts-cutlery,ArtifactType,Knives; Decorative arts; Cutlery,knives decorative arts cutlery,https://kg.overseas-chinese-artifacts.local/entity/artifacttype/knives-decorative-arts-cutlery,,3
entity:artifacttype:lace-handkerchief-edging-lace-needlework,ArtifactType,"lace, handkerchief edging; Lace (needlework)",lace handkerchief edging lace needlework,https://kg.overseas-chinese-artifacts.local/entity/artifacttype/lace-handkerchief-edging-lace-needlework,,1
entity:artifacttype:lace-needlework,ArtifactType,Lace (needlework),lace needlework,https://kg.overseas-chinese-artifacts.local/entity/artifacttype/lace-needlework,,2
entity:artifacttype:lace-needlework-lace-sample,ArtifactType,"Lace (needlework); lace, sample",lace needlework lace sample,https://kg.overseas-chinese-artifacts.local/entity/artifacttype/lace-needlework-lace-sample,,49
entity:artifacttype:lacquer-works,ArtifactType,Lacquer works,lacquer works,https://kg.overseas-chinese-artifacts.local/entity/artifacttype/lacquer-works,,5
entity:artifacttype:lantern-slide-games-toys-recreational-artifacts,ArtifactType,Lantern slide; Games; Toys (recreational artifacts),lantern slide games toys recreational artifacts,https://kg.overseas-chinese-artifacts.local/entity/artifacttype/lantern-slide-games-toys-recreational-artifacts,,2
entity:artifacttype:lighting-devices,ArtifactType,Lighting Devices,lighting devices,https://kg.overseas-chinese-artifacts.local/entity/artifacttype/lighting-devices,,4
entity:artifacttype:lithographs,ArtifactType,Lithographs,lithographs,https://kg.overseas-chinese-artifacts.local/entity/artifacttype/lithographs,,2
entity:artifacttype:lobby-cards,ArtifactType,Lobby cards,lobby cards,https://kg.overseas-chinese-artifacts.local/entity/artifacttype/lobby-cards,,1
entity:artifacttype:main-garments-trousers-girls-girl-trousers,ArtifactType,"Main garments; trousers, girl's; Girl; Trousers",main garments trousers girls girl trousers,https://kg.overseas-chinese-artifacts.local/entity/artifacttype/main-garments-trousers-girls-girl-trousers,,1
entity:artifacttype:manuscripts,ArtifactType,Manuscripts,manuscripts,https://kg.overseas-chinese-artifacts.local/entity/artifacttype/manuscripts,,3
entity:artifacttype:masks,ArtifactType,Masks,masks,https://kg.overseas-chinese-artifacts.local/entity/artifacttype/masks,,1
entity:artifacttype:match-safes-containers-decorative-arts,ArtifactType,Match safes; Containers; Decorative arts,match safes containers decorative arts,https://kg.overseas-chinese-artifacts.local/entity/artifacttype/match-safes-containers-decorative-arts,,2
entity:artifacttype:material-specimens,ArtifactType,Material Specimens,material specimens,https://kg.overseas-chinese-artifacts.local/entity/artifacttype/material-specimens,,3
entity:artifacttype:mats-furniture-coverings-embroidery-visual-works,ArtifactType,Mats (furniture coverings); Embroidery (visual works),mats furniture coverings embroidery visual works,https://kg.overseas-chinese-artifacts.local/entity/artifacttype/mats-furniture-coverings-embroidery-visual-works,,1
entity:artifacttype:measuring-devices-sundial-compass-timepieces-decorative-arts,ArtifactType,Measuring devices; sundial compass; Timepieces; Decorative arts,measuring devices sundial compass timepieces decorative arts,https://kg.overseas-chinese-artifacts.local/entity/artifacttype/measuring-devices-sundial-compass-timepieces-decorative-arts,,1
entity:artifacttype:medallions-medals-embroidery-visual-works,ArtifactType,Medallions (medals); Embroidery (visual works),medallions medals embroidery visual works,https://kg.overseas-chinese-artifacts.local/entity/artifacttype/medallions-medals-embroidery-visual-works,,2
entity:artifacttype:metalwork,ArtifactType,Metalwork,metalwork,https://kg.overseas-chinese-artifacts.local/entity/artifacttype/metalwork,,16
entity:artifacttype:metalwork-decorative-arts,ArtifactType,Metalwork; Decorative arts,metalwork decorative arts,https://kg.overseas-chinese-artifacts.local/entity/artifacttype/metalwork-decorative-arts,,1
entity:artifacttype:metalwork-decorative-arts-teapots,ArtifactType,Metalwork; Decorative arts; Teapots,metalwork decorative arts teapots,https://kg.overseas-chinese-artifacts.local/entity/artifacttype/metalwork-decorative-arts-teapots,,1
entity:artifacttype:mirrors,ArtifactType,Mirrors,mirrors,https://kg.overseas-chinese-artifacts.local/entity/artifacttype/mirrors,,107
entity:artifacttype:models,ArtifactType,Models,models,https://kg.overseas-chinese-artifacts.local/entity/artifacttype/models,,15
entity:artifacttype:musical-instruments,ArtifactType,Musical instruments,musical instruments,https://kg.overseas-chinese-artifacts.local/entity/artifacttype/musical-instruments,,11
entity:artifacttype:natural-materials,ArtifactType,Natural materials,natural materials,https://kg.overseas-chinese-artifacts.local/entity/artifacttype/natural-materials,,5
entity:artifacttype:neckwear-costume-accessories-costume,ArtifactType,Neckwear; Costume accessories; Costume,neckwear costume accessories costume,https://kg.overseas-chinese-artifacts.local/entity/artifacttype/neckwear-costume-accessories-costume,,1
entity:artifacttype:neckwear-embroidery-visual-works,ArtifactType,Neckwear; Embroidery (visual works),neckwear embroidery visual works,https://kg.overseas-chinese-artifacts.local/entity/artifacttype/neckwear-embroidery-visual-works,,1
entity:artifacttype:newspaper-clipping-printed-clipping-newspaper,ArtifactType,"Newspaper Clipping; Printed; clipping, newspaper",newspaper clipping printed clipping newspaper,https://kg.overseas-chinese-artifacts.local/entity/artifacttype/newspaper-clipping-printed-clipping-newspaper,,1
entity:artifacttype:ornaments-jewelry,ArtifactType,Ornaments; Jewelry,ornaments jewelry,https://kg.overseas-chinese-artifacts.local/entity/artifacttype/ornaments-jewelry,,252
entity:artifacttype:ornaments-prints,ArtifactType,Ornaments; Prints,ornaments prints,https://kg.overseas-chinese-artifacts.local/entity/artifacttype/ornaments-prints,,4
entity:artifacttype:paintings,ArtifactType,Paintings,paintings,https://kg.overseas-chinese-artifacts.local/entity/artifacttype/paintings,,988
entity:artifacttype:paintings-figures-representations,ArtifactType,Paintings; Figures (representations),paintings figures representations,https://kg.overseas-chinese-artifacts.local/entity/artifacttype/paintings-figures-representations,,1
entity:artifacttype:paintings-still-lifes,ArtifactType,Paintings; Still lifes,paintings still lifes,https://kg.overseas-chinese-artifacts.local/entity/artifacttype/paintings-still-lifes,,4
entity:artifacttype:paintings-with-calligraphy,ArtifactType,Paintings with Calligraphy,paintings with calligraphy,https://kg.overseas-chinese-artifacts.local/entity/artifacttype/paintings-with-calligraphy,,6
entity:artifacttype:panel-for-a-fan-case-embroidery-visual-works,ArtifactType,Panel for a fan case; Embroidery (visual works),panel for a fan case embroidery visual works,https://kg.overseas-chinese-artifacts.local/entity/artifacttype/panel-for-a-fan-case-embroidery-visual-works,,1
entity:artifacttype:panels,ArtifactType,Panels,panels,https://kg.overseas-chinese-artifacts.local/entity/artifacttype/panels,,1
entity:artifacttype:panels-textiles,ArtifactType,Panels; Textiles,panels textiles,https://kg.overseas-chinese-artifacts.local/entity/artifacttype/panels-textiles,,2
entity:artifacttype:photographs,ArtifactType,Photographs,photographs,https://kg.overseas-chinese-artifacts.local/entity/artifacttype/photographs,,89
entity:artifacttype:photographs-furniture,ArtifactType,Photographs; Furniture,photographs furniture,https://kg.overseas-chinese-artifacts.local/entity/artifacttype/photographs-furniture,,2
entity:artifacttype:pictures-object-genre,ArtifactType,Pictures (object genre),pictures object genre,https://kg.overseas-chinese-artifacts.local/entity/artifacttype/pictures-object-genre,,1
entity:artifacttype:pillow-shams-textiles,ArtifactType,Pillow shams; Textiles,pillow shams textiles,https://kg.overseas-chinese-artifacts.local/entity/artifacttype/pillow-shams-textiles,,1
entity:artifacttype:plaques,ArtifactType,Plaques,plaques,https://kg.overseas-chinese-artifacts.local/entity/artifacttype/plaques,,14
entity:artifacttype:plate-plate,ArtifactType,plate; Plate,plate plate,https://kg.overseas-chinese-artifacts.local/entity/artifacttype/plate-plate,,25
entity:artifacttype:platters,ArtifactType,Platters,platters,https://kg.overseas-chinese-artifacts.local/entity/artifacttype/platters,,2
entity:artifacttype:prints,ArtifactType,Prints,prints,https://kg.overseas-chinese-artifacts.local/entity/artifacttype/prints,,512
entity:artifacttype:punch-bowls,ArtifactType,Punch bowls,punch bowls,https://kg.overseas-chinese-artifacts.local/entity/artifacttype/punch-bowls,,1
entity:artifacttype:punch-card-railroad,ArtifactType,"punch card, railroad",punch card railroad,https://kg.overseas-chinese-artifacts.local/entity/artifacttype/punch-card-railroad,,1
entity:artifacttype:rank-badge-buzi-textiles,ArtifactType,Rank badge (buzi); Textiles,rank badge buzi textiles,https://kg.overseas-chinese-artifacts.local/entity/artifacttype/rank-badge-buzi-textiles,,1
entity:artifacttype:recreational-artifacts,ArtifactType,Recreational Artifacts,recreational artifacts,https://kg.overseas-chinese-artifacts.local/entity/artifacttype/recreational-artifacts,,2
entity:artifacttype:ribbon-material-textiles,ArtifactType,Ribbon (material); Textiles,ribbon material textiles,https://kg.overseas-chinese-artifacts.local/entity/artifacttype/ribbon-material-textiles,,2
