artifact_id,museum_id,object_id,title
entity:artifact:2:201646,2,201646,Sherd: First of Two Fragments of a Footed Plate
entity:artifact:2:201647,2,201647,Sherd: Second of Two Fragments of a Footed Plate
entity:artifact:2:201648,2,201648,Sherd: Second of Six Fragments of a Pedestalled Bowl (Incomplete)
entity:artifact:2:201649,2,201649,Sherd: First of Two Fragments from the Rim of a Vessel (Incomplete)
entity:artifact:2:201650,2,201650,Fragment of a Bowl with Angular Walls and Flat Base
entity:artifact:2:201657,2,201657,"Fragment of the Stem and Flaring Base of a Short Pedestalled Vessel, the Stem with Horizontal Lines in Relief and with Small Circular Perforations"
entity:artifact:2:201659,2,201659,"Fragment of the Stem and Flaring Base of a Pedestalled Vessel, the Stem with Paired Horizontal Lines in Relief and with Small Circular Perforations"
entity:artifact:2:201660,2,201660,"Fragment of the Stem and Flaring Base of a Pedestalled Vessel, the Stem with Horizontal Lines in Relief and with Small Circular Perforations"
entity:artifact:2:201661,2,201661,Adze with rough surface and thick trough
entity:artifact:2:201664,2,201664,"Fragment of the Cylindrical Base of a Pedestaled Vessel, the Base with Small Circular Perforations in Two Registers"
entity:artifact:2:201665,2,201665,"Fragment of the Stem of a Pedestalled Vessel, the Stem with Horizontal Lines in Relief and with Oval Perforations"
entity:artifact:2:201666,2,201666,"Fragment of the Stem of a Pedestalled Vessel, the Stem with Paired Horizontal Lines in Relief and with Small Circular Perforations"
entity:artifact:2:201667,2,201667,Adze with grooves
entity:artifact:2:201668,2,201668,Adze with polished surface and striations
entity:artifact:2:201669,2,201669,Adze with thick trough
entity:artifact:2:201670,2,201670,Small Adze
entity:artifact:2:201671,2,201671,"Fragment of the Flaring Cylindrical Base of a Pedestalled Vessel, the Base with Horizontal Bands in Relief and with Oval Perforations"
entity:artifact:2:201672,2,201672,Fragment of the Ring-shaped Base of a Pedestalled Vessel
entity:artifact:2:201673,2,201673,"Fragment of a Shallow Pedestalled Vessel with Everted Lip, the Pedestal with Small Circular Perforations"
entity:artifact:2:201677,2,201677,Wide-Mouthed Ovoid Jar with Decoration of Three Stylized Birds in Flight
entity:artifact:2:201678,2,201678,"Flat Dish with Everted Lip and Decoration of Carp, Flowering Branches, and Fruiting Grapevines"
entity:artifact:2:201680,2,201680,'Meiping' Bottle with Phoenix and Cloud Decor
entity:artifact:2:201681,2,201681,Buddhist Altar Implement Representing One of the Eight Buddhist Treasures: Canopy on a Lotus Base
entity:artifact:2:201682,2,201682,Woman's Jacket with Decoration of a Dragon and Crane and Clouds above Rocks and Waves
entity:artifact:2:201685,2,201685,Square Seal with Eight-Character Legend in Intaglio and with Top in the Form of a Weathered Plum Branch
entity:artifact:2:201686,2,201686,Ritual Wine Vessel (Zhi) with Abstract Decor
entity:artifact:2:201687,2,201687,Scholar's Rock
entity:artifact:2:201688,2,201688,New Year Print: Qilin Delivering Sons and Good Wishes
entity:artifact:2:201689,2,201689,New Year Print: Qilin Delivering Sons and Good Wishes
entity:artifact:2:201690,2,201690,"New Year Print: Top-Rank Scholar Holding a ""Ruyi"" Scepter, with Three Children and a Money Tree"
entity:artifact:2:201692,2,201692,Funerary Sculpture Representing a Standing Male Attendant
entity:artifact:2:201693,2,201693,Circular Covered Incense or Seal-Paste Box with Decoration of Figures in a  Landscape
entity:artifact:2:201694,2,201694,Flower Support in the Form of a Garden Seat with Dragon and Phoenix Décor
entity:artifact:2:201695,2,201695,Small Table Screen with Decoration of Landscape on One Side and Rock and Peony Decor on the Other
entity:artifact:2:201698,2,201698,Small Circular Dish in the Form of a Chrysanthemum Blossom
entity:artifact:2:201699,2,201699,Small Calabash-Shaped Covered Ewer with Long Spout and Arching Handle
entity:artifact:2:201704,2,201704,Modern Reproduction of the Leifengta Sutra
entity:artifact:2:201705,2,201705,BAMBOO AND ROCK
entity:artifact:2:201706,2,201706,ALBUM OF EMBROIDERED CHRYSANTHEMUMS
entity:artifact:2:201714,2,201714,Fragment of a Compressed Globular Vessel
entity:artifact:2:201715,2,201715,Fragment of a Compressed Globular Vessel with Rounded Base
entity:artifact:2:201716,2,201716,Fragment of the Lower Portion of a Compressed Globular Vessel
entity:artifact:2:201717,2,201717,Fragment of the Lower Portion of a Small Vessel with a High Footring
entity:artifact:2:201719,2,201719,Sherd: Fourth of Four Fragments of a Shallow Dish with Rounded Bottom
entity:artifact:2:201720,2,201720,Sherd: First of Three Fragments of a Shallow Bowl with Flattened Rim
entity:artifact:2:201721,2,201721,Sherd: Third of Three Fragments of a Shallow Bowl with Flattened Rim
entity:artifact:2:201722,2,201722,Sherd: Second of Five Fragments of a Bowl? (Incomplete)
entity:artifact:2:201723,2,201723,Sherd: Third of Five Fragments of a Bowl? (Incomplete)
entity:artifact:2:201724,2,201724,Sherd: Fifth of Five Fragments of a Bowl? (Incomplete)
entity:artifact:2:201725,2,201725,Sherd: Fifth of Six Fragments of a Pedestalled Bowl (Incomplete)
entity:artifact:2:201726,2,201726,Fragment of the Leg and Body of a Cooking Vessel
entity:artifact:2:201737,2,201737,"Small Lobed, Foliate-Rimmed Dish"
entity:artifact:2:201742,2,201742,One of Two Fragments of Jade Arc-shaped Ornaments with  Incised Curvilinear Designs
entity:artifact:2:201743,2,201743,"Archaistic Small Jade ""Pi"" Disk with Creatures in Relief"
entity:artifact:2:201744,2,201744,Embroidered Frontal for Small Table
entity:artifact:2:201751,2,201751,Portrait of Lu Zhi
entity:artifact:2:201753,2,201753,Small Circular Dish with Flaring Walls and Notched Rim
entity:artifact:2:201757,2,201757,Sherd: First of Four Fragments of a Shallow Dish with Rounded Bottom
entity:artifact:2:201758,2,201758,Sherd: Second of Three Fragments of a Shallow Bowl with Flattened Rim
entity:artifact:2:201759,2,201759,Sherd: First of Five Fragments of a Bowl? (Incomplete)
entity:artifact:2:201760,2,201760,Sherd: First of Seven Fragments of a Cylindrical Pedestal with Perforations (Incomplete)
entity:artifact:2:201761,2,201761,Sherd: Second of Seven Fragments of a Cylindrical Pedestal with Perforations (Incomplete)
entity:artifact:2:201762,2,201762,Sherd: Third of Seven Fragments of a Cylindrical Pedestal with Perforations (Incomplete)
entity:artifact:2:201763,2,201763,Sherd: Fifth of Seven Fragments of a Cylindrical Pedestal with Perforations (Incomplete)
entity:artifact:2:201764,2,201764,Sherd: Seventh of Seven Fragments of a Cylindrical Pedestal with Perforations (Incomplete)
entity:artifact:2:201765,2,201765,Sherd: First of Six Fragments of a Pedestalled Bowl (Incomplete)
entity:artifact:2:201766,2,201766,Sherd: Third of Six Fragments of a Pedestalled Bowl (Incomplete)
entity:artifact:2:201767,2,201767,Sherd: Fourth of Six Fragments of a Pedestalled Bowl (Incomplete)
entity:artifact:2:201768,2,201768,Seven Miscellaneous Sherds of Minute Size
entity:artifact:2:201774,2,201774,Bowl with Scrolling Hibiscus Decoration
entity:artifact:2:201778,2,201778,Cylindrical Censer with Three Small Cabriole Legs
entity:artifact:2:201779,2,201779,Buddhist Altar Implement Representing One of the Eight Buddhist Treasures: Covered Urn on a Lotus Base
entity:artifact:2:201780,2,201780,Turquoise Dragon Pendant
entity:artifact:2:201781,2,201781,Square Jade Plaque with Abstract Decor
entity:artifact:2:201782,2,201782,Seated Daoist Sage and Three Attendants in a Landscape
entity:artifact:2:201783,2,201783,Wide-Mouthed Jar with Four Lug Handles
entity:artifact:2:201784,2,201784,Short-Necked Ovoid Bottle Lightly Segmented to Resemble a Melon
entity:artifact:2:201785,2,201785,Covered Circular Box with Decoration of Four Butterflies Surrounding a Stylized Flower on a Beaded Ground
entity:artifact:2:201786,2,201786,Segmented Ewer with Ribbon and Brocade Decor
entity:artifact:2:201787,2,201787,Small Circular Bowl with Stylized Lotus and Wave Decor
entity:artifact:2:201792,2,201792,Archaic Bronze Square Wine Jar (Fanghu) with Two Ring-Mask Handles and with a Replacement Cover
entity:artifact:2:201793,2,201793,Two Orchids
entity:artifact:2:201794,2,201794,Small-Mouthed Jar with Two Loop-Handles and Abstract Decoration of a Bird in Flight
entity:artifact:2:201795,2,201795,"Small, Wide-Mouthed Jar with Tortoiseshell Glaze"
entity:artifact:2:201796,2,201796,Green Glass Bracelet
entity:artifact:2:201797,2,201797,Rectangular Pillow with Decoration of a Lion Playing with a Ribbon and Ball
entity:artifact:2:201798,2,201798,"Flat Circular Dish with Everted Rim and with Decoration of Two Geese in Flight amidst Clouds, the Geese Carrying Blossoming Branches in Their Beaks"
entity:artifact:2:201801,2,201801,Jade Plaque with Human and Animal Decor
entity:artifact:2:201802,2,201802,Jade Circular Covered Incense Box with Peony Decor
entity:artifact:2:201803,2,201803,Jade Scroll Weight with Decoration of Auspicious Emblems
entity:artifact:2:201804,2,201804,Circular Dish with Decoration of a Fruiting Branch Surrounded by Four of the Eight Treasures (Ba bao)
entity:artifact:2:201805,2,201805,One of a Pair of Earth Spirit Tomb Figurines in the Form of Fantastic Winged Creatures (Human Face)
entity:artifact:2:201806,2,201806,One of a Pair of Earth Spirit Tomb Figurines in the Form of Fantastic Winged Creatures (Feline Face)
entity:artifact:2:201807,2,201807,Vase in the Shape of an Archaic Jade 'Cong' Ritual Implement
entity:artifact:2:201808,2,201808,Tomb Model in the Form of a Small Out Building
entity:artifact:2:201813,2,201813,Landscape in Blue-Green Style
entity:artifact:2:201816,2,201816,Peach-shaped Bowl
entity:artifact:2:201817,2,201817,Set of Two Lidded Round Boxes
entity:artifact:2:201818,2,201818,Tall Foliate Box with Cover
entity:artifact:2:201819,2,201819,One of Two Fragments of Jade Arc-shaped Ornaments with Incised Curvilinear Designs
entity:artifact:2:201820,2,201820,Embroidered Cover for Mirror with Handle
entity:artifact:2:201827,2,201827,Axe with hole and two notches
entity:artifact:2:201828,2,201828,Implement with bevelled edges
entity:artifact:2:201829,2,201829,Stepped Implement
entity:artifact:2:201830,2,201830,"Fragment of the Cylindrical Base of a Short Pedestalled Vessel, the Base with Horizontal Bands in Relief and with Small Circular Perforations"
entity:artifact:2:201831,2,201831,"Fragment of the Cylindrical Base of a Short Pedestalled Vessel, the Base with Incised Horizontal Lines and with Oval Perforations"
entity:artifact:2:201832,2,201832,"Fragment of the Cylindrical Base of a Large Pedestalled Vessel, the Base with Horizontal Lines in Relief and with Oval Perforations"
entity:artifact:2:201833,2,201833,Circular Dish
entity:artifact:2:201834,2,201834,Fragment of a Circular Dish
entity:artifact:2:201835,2,201835,Chipped Circular Dish with Ribbed Decor
entity:artifact:2:201836,2,201836,Fragment of a Circular Dish
entity:artifact:2:201837,2,201837,"Large Pedestalled Bowl with Flaring, Cylindrical, Slightly Perforated Base"
entity:artifact:2:201838,2,201838,Fragment of the Flaring Cylindrical Base from a Short Pedestalled Vessel
entity:artifact:2:201839,2,201839,"Fragment of a Globular Vessel on a Footring, the Vessel with Ribbed Decor"
entity:artifact:2:201840,2,201840,Deep Circular Dish with Decoration of a Five-Clawed Dragon Against a Ground of Waves
entity:artifact:2:201841,2,201841,Small Cup with Decoration of Figures in a Landscape (one of a pair)
entity:artifact:2:201842,2,201842,Cylindrical Flower Support with Lotus Decor (one of a pair)
entity:artifact:2:201843,2,201843,Cylindrical Flower Support with Lotus Decor (one of a pair)
entity:artifact:2:201844,2,201844,Small Oil Lamp with Decoration of the Eight Buddhist Treasures (Babao)
entity:artifact:2:201849,2,201849,Censer in the Form of an Archaic Bronze 'Li Ding' Tripod Vessel
entity:artifact:2:201850,2,201850,Travelling in the Mountains of Shu (Szechwan)
entity:artifact:2:201851,2,201851,"Pillow in the form of a Recumbent Lion Supporting a Headrest, the Headrest Depicting a Boy Riding a Galloping Horse"
entity:artifact:2:201854,2,201854,Landscapes of Taiping Prefecture ('Taiping shanshui tu')
entity:artifact:2:201884,2,201884,"""Li"" Tripod Food Vessel with Cord-Marked Decor"
entity:artifact:2:201885,2,201885,Large Bowl with Decoration of Three Fruiting Branches
entity:artifact:2:201904,2,201904,Tomb Figurine in the Form of a Standing Lady
entity:artifact:2:201905,2,201905,Head of a Buddha
entity:artifact:2:201927,2,201927,Lanscape After Wu Chen (Leaf 1 of Album of Seven Paintings)
entity:artifact:2:201928,2,201928,Reading in a Lakeside Studio under Willow Trees;  Leaf 2 from an Album of Seven Paintings.
entity:artifact:2:201929,2,201929,Hermit in a Lodge Built over a Stream;  Leaf 3 from an Album of Seven Paintings
entity:artifact:2:201930,2,201930,Travelers on a Mountain Road; a Way-Station in the Clouds;  Leaf 4 from an Album of Seven Paintings
entity:artifact:2:201931,2,201931,Rustic Lodge Under Leaning Trees; Traveler in Frosty Moonlight;  Leaf 5 from an Album of Seven Paintings
entity:artifact:2:201934,2,201934,Ordos Knife
entity:artifact:2:201936,2,201936,Autumn Landscape
entity:artifact:2:201939,2,201939,"First of Two Fragments from the Cylindrical Stem of a Pedestaled Vessel, the Stem with Small Circular Perforations in Three Registers"
entity:artifact:2:201940,2,201940,"Sherd: Second of Two Fragments from the Cylindrical Stem of a Pedestaled Vessel, the Stem with Small Circular Perforations in Three Registers"
entity:artifact:2:201941,2,201941,Adze
entity:artifact:2:201942,2,201942,Adze
entity:artifact:2:201943,2,201943,Fragment of Adze with thick trough
entity:artifact:2:201944,2,201944,Stepped Implement with thick trough
entity:artifact:2:201945,2,201945,"Fragment of the Flaring Cylindrical Base of a Pedestalled Vessel, the Base with Slight Ribbing and with Oval Perforations"
entity:artifact:2:201947,2,201947,Large Planter(?) in the Form of a Three-legged Incense Burner with Scrolling Floral Decor
entity:artifact:2:201948,2,201948,Round Box
entity:artifact:2:201949,2,201949,Square Box with Lid
entity:artifact:2:201956,2,201956,Small Circular Dish with Vertical Walls with Lotus Decor
entity:artifact:2:201957,2,201957,Small Circular Dish with Vertical Walls with Lotus Decor
entity:artifact:2:201963,2,201963,Tomb Figurine in the Form of a Standing Woman Holding a Lamp
entity:artifact:2:201965,2,201965,Tomb Figurine in the Form of a Female Dancer
entity:artifact:2:201973,2,201973,"""Preface and Orchids"" Volume of the Ten Bamboo Studio Manual of Painting and Calligraphy (Shizhuzhai shuhua pu)"
entity:artifact:2:201974,2,201974,"""Flowers"" Volume of the Ten Bamboo Studio Manual of Calligraphy and Painting (Shizhuzhai shuhua pu)"
entity:artifact:2:201975,2,201975,"Flat-Shouldered ""Meiping"" Bottle with Carinated Mouth and Scrolling Peony Decor"
entity:artifact:2:201976,2,201976,One of the Ten Kings of Hell
entity:artifact:2:201977,2,201977,"New Year Print: God of Wealth, with Three Boys, Brings a Money Tree and Good Fortune"
entity:artifact:2:201978,2,201978,"Small, Bean-Shaped Pillow with Decoration of a Hound Chasing a Rabbit"
entity:artifact:2:201979,2,201979,Long-Necked Bottle with Three Strap Handles and Dragon Decor
entity:artifact:2:201980,2,201980,"New Year Print: Two Children Presenting a Treasure Basin of ""Cai Yuan Fu Cou"" (""Source of Wealth and Good Fortune"") and ""Huang Jin Wan Liang"" (""Ten Thousand Gold Tales"")"
entity:artifact:2:201983,2,201983,"Large Brush Rest in the Form of Five Mountain Peaks and with Persian Inscription Reading ""Khama Dan"" (Brush Rest)"
entity:artifact:2:201993,2,201993,End Panel from a Stone Sarcophagus
entity:artifact:2:201998,2,201998,"Round Bowl with Silver Lining and Bottom, ""Guri"" Designs"
entity:artifact:2:202004,2,202004,"Fragment of the Cylindrical Base of a Short Pedestaled Vessel, the Base with Circular Peforations in Five Registers"
entity:artifact:2:202005,2,202005,"Fragment of the Cylindrical Base of a Pedestalled Vessel, the base with Ribbed Decor and with Oval Perforations"
entity:artifact:2:202008,2,202008,"Fragment of the Stem of a Pedestalled Vessel, the Stem with Horizontal Lines in Relief"
entity:artifact:2:202009,2,202009,"Fragment of the Stem of a Pedestalled Vessel, the Stem with Horizontal Lines in Relief and with Oval Perforations"
entity:artifact:2:202010,2,202010,"Adze, polished smooth on one side"
entity:artifact:2:202011,2,202011,Adze
entity:artifact:2:202012,2,202012,Fragment of a Pedestalled Bowl with Horizontal Ribbing
entity:artifact:2:202013,2,202013,"Fragment of the Stem and Flaring Base of a Tall Pedestaled Vessel, the Stem with Paired Horizontal Lines in Relief and with Small Oval Perforations in the Upper Registers"
entity:artifact:2:202014,2,202014,"Fragment of the Flaring Cylindrical Base of a Short Pedestaled Vessel, the Base with Rectangular Perforations and Incised Cross-hatching in Two Registers"
entity:artifact:2:202015,2,202015,"Fragment of the Flaring Cylindrical Base of a Short Pedestaled Vessel, the Base with Rectangular Perforations and Incised Cross-hatching in Two Registers"
entity:artifact:2:202016,2,202016,Fragment of a Small Pedestalled Dish?
entity:artifact:2:202022,2,202022,New Year Print: Four Children Shaking a Money Tree to Gather Gold Ingots
entity:artifact:2:202023,2,202023,Boating on a Moonlit Night
entity:artifact:2:202024,2,202024,Seated Gentleman
entity:artifact:2:202026,2,202026,Tomb Furnishing in the Form of a Farmyard
entity:artifact:2:202027,2,202027,"Circular Dish, the Interior with Dragon-and-Phoenix Decor, the Exterior with Dragon-and-Phoenix Roundels, and with Later Interior Border Decoration of Ducks in a Lotus Pond and a Willow Tree"
entity:artifact:2:202028,2,202028,Small Cup with Decoration of Figures in a Landscape (one of a pair)
entity:artifact:2:202029,2,202029,Cup with Flaring Rim and Decoration of Deer in a Landscape (from a set of two cups)
entity:artifact:2:202036,2,202036,Lady Gazing From Her Balcony at Pear and Willow Trees and a Locked Gate.
entity:artifact:2:202037,2,202037,Winter Scene: Mountains and Lakeside Lodge in Snow;  Leaf 7 from an Album of Seven Paintings
entity:artifact:2:202039,2,202039,Small Round Incense Box
entity:artifact:2:202040,2,202040,"Round Bowl with Silver Lining and Bottom, ""Guri"" Designs"
entity:artifact:2:202041,2,202041,"Rectangular Box, ""Guri"" Designs"
entity:artifact:2:202042,2,202042,Dragon Panel in Frame
entity:artifact:2:202043,2,202043,"Miniature Jade Dagger-Axe (""Ge"")"
entity:artifact:2:202044,2,202044,Archaistic Jade Notched Disk (Xuanji)
entity:artifact:2:202045,2,202045,"Jade ""Pi"" Disk with Concave Walls"
entity:artifact:2:202046,2,202046,Dragon and Phoenix Panel
entity:artifact:2:202048,2,202048,"Covered Funerary Urn with Decoration of Figures, Dragons, and Clouds"
entity:artifact:2:202049,2,202049,Tomb Figurine in the Form of a Standing Attendant Figure
entity:artifact:2:202052,2,202052,Bowl with Angular Walls
entity:artifact:2:202053,2,202053,Bowl with Dragon and Cloud Decor
entity:artifact:2:202061,2,202061,"Fragment of the Flaring Cylindrical Base of a Short Pedestalled Vessel, the Base with Horizontal Lines in Relief and with Small Circular Perforations"
entity:artifact:2:202062,2,202062,Fragment of a Circular Dish
entity:artifact:2:202063,2,202063,"Small, Misfired ""Hu"" Jar with Two Ears and Footring"
entity:artifact:2:202064,2,202064,Fragment of a Compressed Globular Vessel
entity:artifact:2:202065,2,202065,Fragment of a Compressed Globular Vessel
entity:artifact:2:202071,2,202071,Bean-Shaped Pillow with Poetic Inscription
entity:artifact:2:202072,2,202072,"Tomb Figurine in the Form of a Court Attendant Wearing Upturned Shoes, 'Liangdang' Breastplate, and Official's Headgear, with His Hands Clasped at His Chest, and Standing on a Rocky Base"
entity:artifact:2:202074,2,202074,Circular Cup or Small Bowl with Stylized Lotus Decor
entity:artifact:2:202084,2,202084,Tomb Figurine in the Form of a Standing Lady
entity:artifact:2:202085,2,202085,Cover with Handle in the Form of a Seated Duck
entity:artifact:2:202088,2,202088,Vase with Dished Mouth and Ascending Lotus-Petal Decor
entity:artifact:2:202089,2,202089,Foliate Vessel with Four Upright Tubes
entity:artifact:2:202109,2,202109,Seated Maitreya Buddha Attended by Two Monks and with Two Guardian Figures Standing in the Foreground
entity:artifact:2:202111,2,202111,Jade Chape
entity:artifact:2:202114,2,202114,Clearing in the Mountains after Snow
entity:artifact:2:202115,2,202115,Page from the Fifty-Three Compassionate Manifestations of Guanyin
entity:artifact:2:202116,2,202116,"""Bamboo"" Volume of the Ten Bamboo Studio Manual of Calligraphy and Painting (Shizhuzhai shuhua pu)"
entity:artifact:2:202117,2,202117,"""Fruits"" Volume of the Ten Bamboo Studio Manual of Calligraphy and Painting (Shizhuzhai shuhua pu)"
entity:artifact:2:202119,2,202119,"Door God: Heavenly Official in ""Shou"" (""Longevity"")-Character Robe, with Two Boys and an Attendant, Presenting a Pomegranate"
entity:artifact:2:202120,2,202120,New Year Print: Four Children Presenting a Treasure Basin
entity:artifact:2:202121,2,202121,"Rocks, Bamboo, Narcissus, and Fungi"
entity:artifact:2:202122,2,202122,Weight in the Form of Three Winged Felines atop a Conical Mountain
entity:artifact:2:202123,2,202123,Sherd: Fragment of the Rim and Side Wall of a Small Jar or Bowl with Striding Dragon Decor
entity:artifact:2:202124,2,202124,"Sherd: Fragment of the Floor, Vertial Footring, and Lower Side Wall of a Bowl with Lotus Pod Seed Decoration on the Interior Floor and Rising Lotus Petal Decor on the Exterior"
entity:artifact:2:202125,2,202125,Sherd: Fragment of a Rectangular Tray or Stand with Flying Crane Decor
entity:artifact:2:202126,2,202126,Sherd: The Floor and Lightly Flaring Footring of a Large Bowl with Decoration of a Bird and Floral Scrolls on the Interior Floor
entity:artifact:2:202127,2,202127,Visiting a Friend in a Lakeside Pavilion
entity:artifact:2:202128,2,202128,One of the Ten Kings of Hell
entity:artifact:2:202130,2,202130,"""Birds and Plum Blossoms"" Volume of the Ten Bamboo Studio Manual of Calligraphy and Painting (Shizhuzhai shuhua pu)"
entity:artifact:2:202131,2,202131,"""Rocks"" Volume of the Ten Bamboo Studio Manual of Calligraphy and Painting (Shizhuzhai shuhua pu)"
entity:artifact:2:202132,2,202132,"New Year Print: God of Wealth on Dragon Back, with Two Boys, Presenting a Banner Reading ""Da Fa Cai Yuan"" (""Grand Source of Wealth"")"
entity:artifact:2:202133,2,202133,Small Jar with Decoration of Scholars and Attendants on a Garden Terrace
entity:artifact:2:202134,2,202134,Small Bowl with Everted Lip
entity:artifact:2:202136,2,202136,Overseeing Agriculture by the Riverside
entity:artifact:2:202180,2,202180,Roof-tile End Fragment in the Form of a Horned Lion's Head
entity:artifact:2:202181,2,202181,Circular Bowl with Lotus Decor
entity:artifact:2:202185,2,202185,The Bodhisattva Ksitigarbha Seated in Pose of Royal Ease
entity:artifact:2:202200,2,202200,Circular Plate
entity:artifact:2:202213,2,202213,Recumbent Animal
entity:artifact:2:202238,2,202238,"Ewer with Dished Mouth, Long Spout, Double-Strand Handle, and Stylized Floral Decor"
entity:artifact:2:202239,2,202239,Small Cup with Vertical Sides and Flaring Lip and Stylized Floral Decor
entity:artifact:2:202240,2,202240,Circular Bowl with Notched Rim and Stylized Floral Decor
entity:artifact:2:202259,2,202259,Paper God: Kitchen God and Wife at an Altar Table beneath the South Heavenly Gate
entity:artifact:2:202260,2,202260,ROCK AND PEONIES
entity:artifact:2:202261,2,202261,Tomb Figurine in the Form of a Standing Lady
entity:artifact:2:202266,2,202266,Alms Bowl with Inscription
entity:artifact:2:202267,2,202267,"Alms Bowl with Inscription Reading ""Bao Hua Shan"""
entity:artifact:2:202281,2,202281,"New Year Print: Three Boys Presenting a Treasure Basin and a Banner Reading ""Bu Bu Ji Xiang"" (""Every Step is Auspicious"")"
entity:artifact:2:202282,2,202282,"Door God: Heavenly Official Holding a ""Shuangxi"" (""Double Happiness"") Vase of Flowers, with Two Boys Presenting an Incense Burner and a Bird"
entity:artifact:2:202283,2,202283,"Door God: Heavenly Official in ""Fu"" (""Fortune"")-Character Robe, with Two Boys and an Attendant, Presenting a Peach"
entity:artifact:2:202284,2,202284,"Door God: Heavenly Official, with an Attendant and a Deer, Presenting a Treasure Basin"
entity:artifact:2:202285,2,202285,"Door God: Heavenly Official Holding a ""Shuangxi"" (""Double Happiness"") Vase of Peonies, with Two Boys Presenting a Libation Cup and a Deer"
entity:artifact:2:202286,2,202286,"Door God: Heavenly Official, with an Attendant and a Crane, Presenting a Treasure Basin"
entity:artifact:2:202287,2,202287,Autumn Sunset Along the River
entity:artifact:2:202288,2,202288,Small Bridge Over a Flowing Stream
entity:artifact:2:202366,2,202366,Imperial Robe with Dragon Decor
entity:artifact:2:202370,2,202370,"Beautiful Woman in Her Boudoir, Traditionally said to be a portrait of Madame Hedong (1618-1664) by Wu Zhuo (active 17th century)"
entity:artifact:2:202371,2,202371,The Great Tree
entity:artifact:2:202373,2,202373,"Sherd: Fragment of the Floor, Lightly Flaring Footring, and Side Wall of a Bowl with Decoration of Flying Phoenixes on the Interior Floor"
entity:artifact:2:202375,2,202375,"Sherd: The Floor and Footring of a Large Bowl with Decoration of Two Parrots in Flight, Each Holding a Leafing Branch in Its Mouth"
entity:artifact:2:202376,2,202376,"Sherd: Fragment of the Floor, Lightly Flaring Footring, Side Wall, and Rim of a Small, Lobed Bowl with Decoration of a Fishlike Creature on the Interior Floor"
entity:artifact:2:202377,2,202377,"Sherd: Fragment of the Floor, Vertical Footring, and Lower Side Wall of a Large Bowl with Floral Arabesque on Interior Floor"
entity:artifact:2:202378,2,202378,"Sherd: Fragment of the Floor, Vertical Footring, and Lower Side Wall of a Bowl with Bird and Lotus Leaf Decoration on the Interior Floor"
entity:artifact:2:202379,2,202379,Lady Leaning Against a Blossoming Plum Tree
entity:artifact:2:202380,2,202380,Portrait of Wang Yangming (1472-1528)
entity:artifact:2:202382,2,202382,Jade Fish Sihouette (one of a pair)
entity:artifact:2:202383,2,202383,Small Jade Fish Pendant
entity:artifact:2:202384,2,202384,Elongated Jade Fish Silhouette
entity:artifact:2:202385,2,202385,Curved Jade Fish with Forepaw
entity:artifact:2:202388,2,202388,Charger with Foliate Rim and Peacock Decoration
entity:artifact:2:202389,2,202389,Landscape Illustration and Leaves 2 through 5 from Chapter Thirteen of the Imperial Commentary on the Buddhist Canon (Tripitaka) Commissioned by Emperor Taizong (r. 976-997)
entity:artifact:2:202390,2,202390,Landscape Illustration and Leaves 11 through 15 from Chapter Thirteen of the Imperial Commentary on the Buddhist Canon (Tripitaka) Commissioned by Emperor Taizong (r. 976-997)
entity:artifact:2:202391,2,202391,Sherd: Fragment of the Rim and Side Wall of a Lobed Bowl with Decoration of a Phoenix on the Exterior and Floral Arabesques on the Interior
entity:artifact:2:202392,2,202392,One of the Ten Kings of Hell
entity:artifact:2:202393,2,202393,One of the Ten Kings of Hell
entity:artifact:2:202400,2,202400,Imperial Robe with Dragon Decor
entity:artifact:2:202433,2,202433,Bodhisattva Manjusri Seated on a Recumbent Lion
entity:artifact:2:202444,2,202444,Head of Bodhisattva (in Tang-dynasty style)
entity:artifact:2:202447,2,202447,Fragment from the Side of a Jar with Raised Bands of Decor
entity:artifact:2:202448,2,202448,Pointed Fragment from Object of Unknown Type
entity:artifact:2:202476,2,202476,Landscape
entity:artifact:2:202477,2,202477,Kiln Furniture: Circular Firing Platform
entity:artifact:2:202478,2,202478,"Sherd: Fragment of the Rim and Side Wall of a Jar or Wide-Mouthed Bowl with Decoration of Rolling, White-Capped Waves"
entity:artifact:2:202479,2,202479,"Seated Bodhisattva Manjusri (Wenshu Pusa), Wearing a Crown and Holding an Accordion-Fold Sutra"
entity:artifact:2:202480,2,202480,Sherd: Fragment of the Floor and Side Wall of a Large Bowl with Decoration of Rising Lotus Petals on the Exterior and Dragon-and-Rolling-Wave Decor on the Floor
entity:artifact:2:202481,2,202481,Sherd: Vertical Footring and Fragment of the Floor of a Large Bowl with Decoration of Lotus Leaf and Striding Tortoise on the Interior Floor
entity:artifact:2:202483,2,202483,Sherd: Fragment of the Side Wall of a Bowl with Dragon Decor on the Interior and Floral Decor on the Exterior
entity:artifact:2:202487,2,202487,Octagonal Pillow with Decoration of Butterflies and Chrysanthemum Sprays
entity:artifact:2:202492,2,202492,Small Compressed Globular Vase with Flaring Lip and Hexagonal Foot
entity:artifact:2:202494,2,202494,Shallow Dish with Stylized Floral Decor
entity:artifact:2:202502,2,202502,"Ovoid Jar (So-Called Ginger Jar) with Decoration of Flowers, Fruits, Rocks, Birds, and Insects"
