object_id,museum_id,title,artist,artist_province,dynasty,artist_wikidata_id,artist_birth,artist_death,artist_bio,artist_wikipedia_summary,artist_enriched_at,period,period_start_year,period_end_year,type,material,culture,description,provenance,bibliography,dimensions,museum,location,detail_url,image_url,image_urls,iiif_manifest_url,image_path,image_paths,image_count,credit_line,accession_number,crawl_date
201695,2,Small Table Screen with Decoration of Landscape on One Side and Rock and Peony Decor on the Other,,,Qing（清）,,,,,,,"Qing dynasty, 1644-1911",1644,1911,Furnishings,"Enameled blue-and-white ware: porcelain with border decor painted in underglaze cobalt blue, floral decor in overglaze polychrome enamels, and landscape decor painted in sepia enamel",Chinese,"Qing dynasty, 1644-1911 Furnishings Enameled blue-and-white ware: porcelain with border decor painted in underglaze cobalt blue, floral decor in overglaze polychrome enamels, and landscape decor painted in sepia enamel Chinese",,,H. 15.1 x W. 19.9 x D. 1.4 cm (5 15/16 x 7 13/16 x 9/16 in.),Harvard Art Museums,"Cambridge, MA, USA",https://www.harvardartmuseums.org/collections/object/201695,"https://nrs.harvard.edu/urn-3:HUAM:VRS16263_dynmc/full/!800,800/0/default.jpg","https://nrs.harvard.edu/urn-3:HUAM:VRS16263_dynmc/full/!800,800/0/default.jpg",https://nrs.harvard.edu/urn-3:HUAM:VRS16263/manifest,C:\Users\Administrator\Desktop\harvard\harvard\201695_1.jpg,C:\Users\Administrator\Desktop\harvard\harvard\201695_1.jpg,1,"Harvard Art Museums/Arthur M. Sackler Museum, Gift of Mr. and Mrs. Samuel B. Grimson",1983.50,2026-05-19
201698,2,Small Circular Dish in the Form of a Chrysanthemum Blossom,,Jiangxi,Southern Song（南宋）,,,,,,,"Song dynasty, Southern Song period, 1127-1279",1127,1279,Vessels,Qingbai ware: molded porcelain with pale sky-blue glaze,Chinese,"Song dynasty, Southern Song period, 1127-1279 Vessels Qingbai ware: molded porcelain with pale sky-blue glaze Chinese",,,Diam. 10.8 cm (4 1/4 in.),Harvard Art Museums,"Cambridge, MA, USA",https://www.harvardartmuseums.org/collections/object/201698,"https://nrs.harvard.edu/urn-3:HUAM:CARP08321_dynmc/full/!800,800/0/default.jpg","https://nrs.harvard.edu/urn-3:HUAM:CARP08321_dynmc/full/!800,800/0/default.jpg",https://nrs.harvard.edu/urn-3:HUAM:CARP08321/manifest,C:\Users\Administrator\Desktop\harvard\harvard\201698_1.jpg,C:\Users\Administrator\Desktop\harvard\harvard\201698_1.jpg,1,"Harvard Art Museums/Arthur M. Sackler Museum, Gift of Margot Warner",1984.282,2026-05-19
201699,2,Small Calabash-Shaped Covered Ewer with Long Spout and Arching Handle,,,Yuan（元）,,,,,,,Yuan (1279-1368) to Ming (1368-1644) dynasty,1279,1368,Vessels,Porcelain with clear glaze,Chinese,Yuan (1279-1368) to Ming (1368-1644) dynasty Vessels Porcelain with clear glaze Chinese,,,H. 12.7 cm (5 in.),Harvard Art Museums,"Cambridge, MA, USA",https://www.harvardartmuseums.org/collections/object/201699,"https://nrs.harvard.edu/urn-3:HUAM:CARP08343_dynmc/full/!800,800/0/default.jpg","https://nrs.harvard.edu/urn-3:HUAM:CARP08343_dynmc/full/!800,800/0/default.jpg",https://nrs.harvard.edu/urn-3:HUAM:CARP08343/manifest,C:\Users\Administrator\Desktop\harvard\harvard\201699_1.jpg,C:\Users\Administrator\Desktop\harvard\harvard\201699_1.jpg,1,"Harvard Art Museums/Arthur M. Sackler Museum, Gift of Margot Warner",1984.283.A-B,2026-05-19
201704,2,Modern Reproduction of the Leifengta Sutra,,,,,,,,,,1963,1963,1963,Prints,Handscroll; ink on paper,Chinese,1963 Prints Handscroll; ink on paper Chinese,,,H. 8.26 cm (3 1/4 in.),Harvard Art Museums,"Cambridge, MA, USA",https://www.harvardartmuseums.org/collections/object/201704,"https://nrs.harvard.edu/urn-3:HUAM:INV024550_dynmc/full/!800,800/0/default.jpg","https://nrs.harvard.edu/urn-3:HUAM:INV024550_dynmc/full/!800,800/0/default.jpg | https://nrs.harvard.edu/urn-3:HUAM:INV024551_dynmc/full/!800,800/0/default.jpg",https://nrs.harvard.edu/urn-3:HUAM:INV024550/manifest,C:\Users\Administrator\Desktop\harvard\harvard\201704_1.jpg,C:\Users\Administrator\Desktop\harvard\harvard\201704_1.jpg | C:\Users\Administrator\Desktop\harvard\harvard\201704_2.jpg,2,"Harvard Art Museums/Arthur M. Sackler Museum, Gift of Philip Hofer",1984.375,2026-05-19
201705,2,BAMBOO AND ROCK,Dai Mingyue 戴明說,,Qing（清）,Q11075314,,1660-01-01,戴明說,戴明說（1609年—1686年），字道默，號定圃、巖犖、定園先生，北直隸滄州人。明末清初政治人物、畫家。明崇禎甲戌進士，清順治年間官至戶部尚書。,2026-05-21,"Qing dynasty, 1644-1911",1644,1911,Paintings,Handscroll; ink on paper,Chinese,"Qing dynasty, 1644-1911 Paintings Handscroll; ink on paper Dai Mingyue 戴明說 Chinese",,,33.02 cm (13 in.),Harvard Art Museums,"Cambridge, MA, USA",https://www.harvardartmuseums.org/collections/object/201705,"https://nrs.harvard.edu/urn-3:HUAM:INV004635_dynmc/full/!800,800/0/default.jpg","https://nrs.harvard.edu/urn-3:HUAM:INV004635_dynmc/full/!800,800/0/default.jpg | https://nrs.harvard.edu/urn-3:HUAM:INV004634_dynmc/full/!800,800/0/default.jpg",https://nrs.harvard.edu/urn-3:HUAM:INV004635/manifest,C:\Users\Administrator\Desktop\harvard\harvard\201705_1.jpg,C:\Users\Administrator\Desktop\harvard\harvard\201705_1.jpg | C:\Users\Administrator\Desktop\harvard\harvard\201705_2.jpg,2,"Harvard Art Museums/Arthur M. Sackler Museum, Gift of Philip Hofer",1984.378,2026-05-19
201706,2,ALBUM OF EMBROIDERED CHRYSANTHEMUMS,Ching-i Ch'iang,,Qing（清）,,,,,,,"Qing dynasty, 1644-1911",1644,1911,Textile Arts,Silk,Chinese,"Qing dynasty, 1644-1911 Textile Arts Silk Ching-i Ch'iang Chinese",,,17.78 x 33.97 cm (7 x 13 3/8 in.),Harvard Art Museums,"Cambridge, MA, USA",https://www.harvardartmuseums.org/collections/object/201706,"https://nrs.harvard.edu/urn-3:HUAM:CARP14522_dynmc/full/!800,800/0/default.jpg","https://nrs.harvard.edu/urn-3:HUAM:CARP14522_dynmc/full/!800,800/0/default.jpg",https://nrs.harvard.edu/urn-3:HUAM:CARP14522/manifest,C:\Users\Administrator\Desktop\harvard\harvard\201706_1.jpg,C:\Users\Administrator\Desktop\harvard\harvard\201706_1.jpg,1,"Harvard Art Museums/Arthur M. Sackler Museum, Gift of Philip Hofer",1984.380,2026-05-19
201714,2,Fragment of a Compressed Globular Vessel,,,Neolithic（新石器时代）,,,,,,,"Neolithic period, Liangzhu culture, c. 3300-2200 BCE",-3300,-2200,Fragments,Gray earthenware,Chinese,"Neolithic period, Liangzhu culture, c. 3300-2200 BCE Fragments Gray earthenware Chinese",,,10 x 10.8 cm (3 15/16 x 4 1/4 in.),Harvard Art Museums,"Cambridge, MA, USA",https://www.harvardartmuseums.org/collections/object/201714,"https://nrs.harvard.edu/urn-3:HUAM:CARP14024_dynmc/full/!800,800/0/default.jpg","https://nrs.harvard.edu/urn-3:HUAM:CARP14024_dynmc/full/!800,800/0/default.jpg",https://nrs.harvard.edu/urn-3:HUAM:CARP14024/manifest,C:\Users\Administrator\Desktop\harvard\harvard\201714_1.jpg,C:\Users\Administrator\Desktop\harvard\harvard\201714_1.jpg,1,"Harvard Art Museums/Arthur M. Sackler Museum, Ernest B. and Helen Pratt Dane Fund for Asian Art in honor of Professor Max Loehr",1984.69,2026-05-19
201715,2,Fragment of a Compressed Globular Vessel with Rounded Base,,,Neolithic（新石器时代）,,,,,,,"Neolithic period, Liangzhu culture, c. 3300-2200 BCE",-3300,-2200,Fragments,Gray earthenware,Chinese,"Neolithic period, Liangzhu culture, c. 3300-2200 BCE Fragments Gray earthenware Chinese",,,8.1 x 8.1 cm (3 3/16 x 3 3/16 in.),Harvard Art Museums,"Cambridge, MA, USA",https://www.harvardartmuseums.org/collections/object/201715,"https://nrs.harvard.edu/urn-3:HUAM:INV029407_dynmc/full/!800,800/0/default.jpg","https://nrs.harvard.edu/urn-3:HUAM:INV029407_dynmc/full/!800,800/0/default.jpg",https://nrs.harvard.edu/urn-3:HUAM:INV029407/manifest,C:\Users\Administrator\Desktop\harvard\harvard\201715_1.jpg,C:\Users\Administrator\Desktop\harvard\harvard\201715_1.jpg,1,"Harvard Art Museums/Arthur M. Sackler Museum, Ernest B. and Helen Pratt Dane Fund for Asian Art in honor of Professor Max Loehr",1984.70,2026-05-19
201716,2,Fragment of the Lower Portion of a Compressed Globular Vessel,,,Neolithic（新石器时代）,,,,,,,"Neolithic period, Liangzhu culture, c. 3300-2200 BCE",-3300,-2200,Fragments,Gray earthenware,Chinese,"Neolithic period, Liangzhu culture, c. 3300-2200 BCE Fragments Gray earthenware Chinese",,,3.1 x 9.2 cm (1 1/4 x 3 5/8 in.),Harvard Art Museums,"Cambridge, MA, USA",https://www.harvardartmuseums.org/collections/object/201716,"https://nrs.harvard.edu/urn-3:HUAM:CARP14030_dynmc/full/!800,800/0/default.jpg","https://nrs.harvard.edu/urn-3:HUAM:CARP14030_dynmc/full/!800,800/0/default.jpg",https://nrs.harvard.edu/urn-3:HUAM:CARP14030/manifest,C:\Users\Administrator\Desktop\harvard\harvard\201716_1.jpg,C:\Users\Administrator\Desktop\harvard\harvard\201716_1.jpg,1,"Harvard Art Museums/Arthur M. Sackler Museum, Ernest B. and Helen Pratt Dane Fund for Asian Art in honor of Professor Max Loehr",1984.73,2026-05-19
201717,2,Fragment of the Lower Portion of a Small Vessel with a High Footring,,,Neolithic（新石器时代）,,,,,,,"Neolithic period, Liangzhu culture, c. 3300-2200 BCE",-3300,-2200,Fragments,Blackened gray earthenware,Chinese,"Neolithic period, Liangzhu culture, c. 3300-2200 BCE Fragments Blackened gray earthenware Chinese",,,6.5 x 7 cm (2 9/16 x 2 3/4 in.),Harvard Art Museums,"Cambridge, MA, USA",https://www.harvardartmuseums.org/collections/object/201717,"https://nrs.harvard.edu/urn-3:HUAM:INV029405_dynmc/full/!800,800/0/default.jpg","https://nrs.harvard.edu/urn-3:HUAM:INV029405_dynmc/full/!800,800/0/default.jpg",https://nrs.harvard.edu/urn-3:HUAM:INV029405/manifest,C:\Users\Administrator\Desktop\harvard\harvard\201717_1.jpg,C:\Users\Administrator\Desktop\harvard\harvard\201717_1.jpg,1,"Harvard Art Museums/Arthur M. Sackler Museum, Ernest B. and Helen Pratt Dane Fund for Asian Art in honor of Professor Max Loehr",1984.80,2026-05-19
201719,2,Sherd: Fourth of Four Fragments of a Shallow Dish with Rounded Bottom,,,Neolithic（新石器时代）,,,,,,,"Neolithic period, Liangzhu culture, c. 3300-2200 BCE",-3300,-2200,Fragments,Blackened gray earthenware,Chinese,"Neolithic period, Liangzhu culture, c. 3300-2200 BCE Fragments Blackened gray earthenware Chinese",,,7.8 x 4.7 cm (3 1/16 x 1 7/8 in.),Harvard Art Museums,"Cambridge, MA, USA",https://www.harvardartmuseums.org/collections/object/201719,"https://nrs.harvard.edu/urn-3:HUAM:CARP14008_dynmc/full/!800,800/0/default.jpg","https://nrs.harvard.edu/urn-3:HUAM:CARP14008_dynmc/full/!800,800/0/default.jpg",https://nrs.harvard.edu/urn-3:HUAM:CARP14008/manifest,C:\Users\Administrator\Desktop\harvard\harvard\201719_1.jpg,C:\Users\Administrator\Desktop\harvard\harvard\201719_1.jpg,1,"Harvard Art Museums/Arthur M. Sackler Museum, Ernest B. and Helen Pratt Dane Fund for Asian Art in honor of Professor Max Loehr",1984.165,2026-05-19
201720,2,Sherd: First of Three Fragments of a Shallow Bowl with Flattened Rim,,,Neolithic（新石器时代）,,,,,,,"Neolithic period, Liangzhu culture, c. 3300-2200 BCE",-3300,-2200,Fragments,Blackened gray earthenware,Chinese,"Neolithic period, Liangzhu culture, c. 3300-2200 BCE Fragments Blackened gray earthenware Chinese",,,10.3 x 10.3 cm (4 1/16 x 4 1/16 in.),Harvard Art Museums,"Cambridge, MA, USA",https://www.harvardartmuseums.org/collections/object/201720,"https://nrs.harvard.edu/urn-3:HUAM:CARP14012_dynmc/full/!800,800/0/default.jpg","https://nrs.harvard.edu/urn-3:HUAM:CARP14012_dynmc/full/!800,800/0/default.jpg",https://nrs.harvard.edu/urn-3:HUAM:CARP14012/manifest,C:\Users\Administrator\Desktop\harvard\harvard\201720_1.jpg,C:\Users\Administrator\Desktop\harvard\harvard\201720_1.jpg,1,"Harvard Art Museums/Arthur M. Sackler Museum, Ernest B. and Helen Pratt Dane Fund for Asian Art in honor of Professor Max Loehr",1984.166,2026-05-19
201721,2,Sherd: Third of Three Fragments of a Shallow Bowl with Flattened Rim,,,Neolithic（新石器时代）,,,,,,,"Neolithic period, Liangzhu culture, c. 3300-2200 BCE",-3300,-2200,Fragments,Blackened gray earthenware,Chinese,"Neolithic period, Liangzhu culture, c. 3300-2200 BCE Fragments Blackened gray earthenware Chinese",,,11 x 13 cm (4 5/16 x 5 1/8 in.),Harvard Art Museums,"Cambridge, MA, USA",https://www.harvardartmuseums.org/collections/object/201721,"https://nrs.harvard.edu/urn-3:HUAM:CARP14006_dynmc/full/!800,800/0/default.jpg","https://nrs.harvard.edu/urn-3:HUAM:CARP14006_dynmc/full/!800,800/0/default.jpg",https://nrs.harvard.edu/urn-3:HUAM:CARP14006/manifest,C:\Users\Administrator\Desktop\harvard\harvard\201721_1.jpg,C:\Users\Administrator\Desktop\harvard\harvard\201721_1.jpg,1,"Harvard Art Museums/Arthur M. Sackler Museum, Ernest B. and Helen Pratt Dane Fund for Asian Art in honor of Professor Max Loehr",1984.168,2026-05-19
